PERIOD,FAMILY,PITCHES,WHIFF_PCT,PA_TERMINAL,BA,OBP,SLG,wOBA,xwOBA,RUN_VALUE
2024,FASTBALL,12427,18.94,3221,0.241,0.309,0.37,0.31,0.32,-107.7
2024,BREAKING,7101,30.2,1840,0.201,0.241,0.312,0.253,0.257,-62.4
2024,OFFSPEED,2954,29.67,806,0.188,0.229,0.289,0.245,0.25,-21.4
2025,FASTBALL,13342,18.23,3359,0.241,0.326,0.393,0.332,0.333,-49.4
2025,BREAKING,6604,30.94,1642,0.23,0.278,0.363,0.29,0.27,-2.6
2025,OFFSPEED,3238,27.29,967,0.21,0.25,0.331,0.266,0.277,-4.8
2026_CUTOFF,FASTBALL,8245,19.87,2148,0.244,0.339,0.425,0.344,0.349,-16.2
2026_CUTOFF,BREAKING,4210,30.77,1019,0.225,0.286,0.39,0.302,0.288,8.1
2026_CUTOFF,OFFSPEED,2154,30.96,617,0.247,0.279,0.383,0.302,0.291,12.4
