game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822731,593974,17,1,17,both,True
822731,650633,77,1,77,both,True
822731,656492,90,1,90,both,True
822731,681402,30,1,30,both,True
822731,690925,22,1,22,both,True
822731,695418,32,1,32,both,True
822731,699134,26,1,26,both,True
822893,455119,18,1,18,both,True
822893,596001,13,1,13,both,True
822893,607625,90,1,90,both,True
822893,641302,17,1,17,both,True
822893,656638,16,1,16,both,True
822893,663738,18,1,18,both,True
822893,668674,17,1,17,both,True
822893,670167,5,1,5,both,True
822893,677958,85,1,85,both,True
822893,682608,19,1,19,both,True
822975,519141,22,1,22,both,True
822975,642121,18,1,18,both,True
822975,656876,70,1,70,both,True
822975,664076,9,1,9,both,True
822975,668984,9,1,9,both,True
822975,672282,92,1,92,both,True
822975,681217,20,1,20,both,True
822975,681806,54,1,54,both,True
822975,693855,23,1,23,both,True
822975,696147,22,1,22,both,True
822975,820862,20,1,20,both,True
823054,657097,19,1,19,both,True
823054,676962,82,1,82,both,True
823054,677865,6,1,6,both,True
823054,681517,78,1,78,both,True
823054,681676,31,1,31,both,True
823054,690155,28,1,28,both,True
823054,694037,13,1,13,both,True
823054,700669,20,1,20,both,True
823132,657044,25,1,25,both,True
823132,664199,12,1,12,both,True
823132,669194,99,1,99,both,True
823132,681867,20,1,20,both,True
823132,693433,86,1,86,both,True
823132,695380,22,1,22,both,True
823375,641927,97,1,97,both,True
823375,642397,23,1,23,both,True
823375,642701,7,1,7,both,True
823375,656605,77,1,77,both,True
823375,670990,13,1,13,both,True
823375,681892,27,1,27,both,True
823375,681895,21,1,21,both,True
823375,682254,25,1,25,both,True
823375,804619,39,1,39,both,True
823622,623211,16,1,16,both,True
823622,642207,8,1,8,both,True
823622,663969,72,1,72,both,True
823622,669199,37,1,37,both,True
823622,672335,12,1,12,both,True
823622,681035,96,1,96,both,True
823622,681810,20,1,20,both,True
823622,687531,12,1,12,both,True
823945,595014,11,1,11,both,True
823945,621237,13,1,13,both,True
823945,641745,18,1,18,both,True
823945,656945,19,1,19,both,True
823945,661395,8,1,8,both,True
823945,666200,95,1,95,both,True
823945,669165,11,1,11,both,True
823945,681911,12,1,12,both,True
823945,689147,21,1,21,both,True
823945,808963,84,1,84,both,True
824190,663567,90,1,90,both,True
824190,663765,9,1,9,both,True
824190,687075,95,1,95,both,True
824190,692230,77,1,77,both,True
824190,701121,13,1,13,both,True
824190,805123,37,1,37,both,True
824352,605288,92,1,92,both,True
824352,621366,29,1,29,both,True
824352,656529,32,1,32,both,True
824352,657514,14,1,14,both,True
824352,663372,63,1,63,both,True
824352,664141,14,1,14,both,True
824352,680604,45,1,45,both,True
824431,542888,19,1,19,both,True
824431,543056,8,1,8,both,True
824431,543243,92,1,92,both,True
824431,594027,7,1,7,both,True
824431,670036,20,1,20,both,True
824431,676051,29,1,29,both,True
824431,686580,21,1,21,both,True
824431,702021,35,1,35,both,True
824431,800048,93,1,93,both,True
824513,527048,81,1,81,both,True
824513,594580,3,1,3,both,True
824513,622088,18,1,18,both,True
824513,628452,15,1,15,both,True
824513,641755,6,1,6,both,True
824513,656271,13,1,13,both,True
824513,663158,8,1,8,both,True
824513,663574,9,1,9,both,True
824513,663903,94,1,94,both,True
824513,669276,20,1,20,both,True
824513,680689,11,1,11,both,True
824593,622554,15,1,15,both,True
824593,641743,84,1,84,both,True
824593,664285,89,1,89,both,True
824593,670950,10,1,10,both,True
824593,689225,30,1,30,both,True
824593,691799,31,1,31,both,True
824833,544150,19,1,19,both,True
824833,643511,9,1,9,both,True
824833,656546,24,1,24,both,True
824833,657756,10,1,10,both,True
824833,669211,27,1,27,both,True
824833,684320,15,1,15,both,True
824833,686973,12,1,12,both,True
824833,687064,86,1,86,both,True
824833,689296,13,1,13,both,True
824833,702056,92,1,92,both,True
825000,605130,23,1,23,both,True
825000,656234,20,1,20,both,True
825000,663687,31,1,31,both,True
825000,666808,2,1,2,both,True
825000,669372,80,1,80,both,True
825000,677960,107,1,107,both,True
825000,678022,24,1,24,both,True
825000,686993,16,1,16,both,True
