game_pk,official_date,game_dt,query_dates
822736,2026-05-19,2026-05-19T22:45:00Z,2026-05-19
822979,2026-05-19,2026-05-19T22:40:00Z,2026-05-19
823059,2026-05-19,2026-05-19T23:45:00Z,2026-05-19
823136,2026-05-19,2026-05-20T01:40:00Z,2026-05-19
823302,2026-05-19,2026-05-20T01:40:00Z,2026-05-19
823464,2026-05-19,2026-05-19T22:40:00Z,2026-05-19
823548,2026-05-19,2026-05-19T23:05:00Z,2026-05-19
823704,2026-05-19,2026-05-19T23:40:00Z,2026-05-19
823865,2026-05-19,2026-05-19T20:10:00Z,2026-05-19
824033,2026-05-19,2026-05-20T01:38:00Z,2026-05-19
824112,2026-05-19,2026-05-19T23:40:00Z,2026-05-19
824276,2026-05-19,2026-05-19T22:40:00Z,2026-05-19
824356,2026-05-19,2026-05-20T00:40:00Z,2026-05-19
824677,2026-05-19,2026-05-19T23:40:00Z,2026-05-19
825086,2026-05-19,2026-05-20T01:40:00Z,2026-05-19
