game_pk,official_date,game_dt,query_dates
822690,2026-08-29,2026-08-29T20:05:00Z,2026-08-29
822770,2026-08-29,2026-08-29T19:07:00Z,2026-08-29
822936,2026-08-29,2026-08-29T20:10:00Z,2026-08-29
823011,2026-08-29,2026-08-29T18:15:00Z,2026-08-29
823176,2026-08-29,2026-08-30T02:05:00Z,2026-08-29
823177,2026-08-29,2026-08-29T20:05:00Z,2026-08-29
823501,2026-08-29,2026-08-29T23:15:00Z,2026-08-29
823539,2026-08-29,2026-08-29T17:05:00Z,2026-08-29
823582,2026-08-29,2026-08-29T20:10:00Z,2026-08-29
823665,2026-08-29,2026-08-29T18:10:00Z,2026-08-29
823741,2026-08-29,2026-08-29T23:15:00Z,2026-08-29
823986,2026-08-29,2026-08-30T02:07:00Z,2026-08-29
824230,2026-08-29,2026-08-29T17:10:00Z,2026-08-29
824392,2026-08-29,2026-08-29T20:10:00Z,2026-08-29
824637,2026-08-29,2026-08-29T18:20:00Z,2026-08-29
824874,2026-08-29,2026-08-29T20:10:00Z,2026-08-29
824961,2026-08-29,2026-08-30T02:05:00Z,2026-08-29
