game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822701,594580,12,1,12,both,True
822701,668820,9,1,9,both,True
822701,672442,12,1,12,both,True
822701,674841,73,1,73,both,True
822701,676680,13,1,13,both,True
822701,676760,38,1,38,both,True
822701,690925,17,1,17,both,True
822701,695505,96,1,96,both,True
822864,594798,88,1,88,both,True
822864,615698,10,1,10,both,True
822864,664991,29,1,29,both,True
822864,670329,9,1,9,both,True
822864,680694,98,1,98,both,True
822864,681217,18,1,18,both,True
822864,682608,29,1,29,both,True
823021,605447,22,1,22,both,True
823021,607536,101,1,101,both,True
823021,623474,15,1,15,both,True
823021,656786,20,1,20,both,True
823021,657265,30,1,30,both,True
823021,657514,14,1,14,both,True
823021,669461,94,1,94,both,True
823021,675848,13,1,13,both,True
823021,703725,33,1,33,both,True
823102,571927,20,1,20,both,True
823102,592155,22,1,22,both,True
823102,621074,29,1,29,both,True
823102,622554,14,1,14,both,True
823102,641329,9,1,9,both,True
823102,662253,8,1,8,both,True
823102,664076,13,1,13,both,True
823102,668984,13,1,13,both,True
823102,669330,26,1,26,both,True
823102,669923,99,1,99,both,True
823102,681006,16,1,16,both,True
823102,687330,11,1,11,both,True
823188,663947,26,1,26,both,True
823188,665665,18,1,18,both,True
823188,676775,14,1,14,both,True
823188,680744,27,1,27,both,True
823188,693313,46,1,46,both,True
823188,694738,85,1,85,both,True
823188,695549,71,1,71,both,True
823188,805345,14,1,14,both,True
823267,650633,93,1,93,both,True
823267,660853,25,1,25,both,True
823267,663567,97,1,97,both,True
823267,669093,20,1,20,both,True
823267,670970,23,1,23,both,True
823267,687911,8,1,8,both,True
823267,695243,22,1,22,both,True
823348,476594,80,1,80,both,True
823348,489446,13,1,13,both,True
823348,620443,15,1,15,both,True
823348,669199,33,1,33,both,True
823348,675540,55,1,55,both,True
823348,696149,85,1,85,both,True
823426,453286,84,1,84,both,True
823426,548384,17,1,17,both,True
823426,605400,97,1,97,both,True
823426,621237,27,1,27,both,True
823426,661395,16,1,16,both,True
823426,663362,21,1,21,both,True
823426,663767,39,1,39,both,True
823426,680742,8,1,8,both,True
823426,680755,19,1,19,both,True
823426,681751,9,1,9,both,True
823426,686973,32,1,32,both,True
823426,689147,3,1,3,both,True
823426,693686,14,1,14,both,True
823514,519242,103,1,103,both,True
823514,543037,82,1,82,both,True
823514,621112,9,1,9,both,True
823514,664849,28,1,28,both,True
823514,670280,25,1,25,both,True
823514,682989,30,1,30,both,True
823514,687396,19,1,19,both,True
823752,656546,15,1,15,both,True
823752,656730,4,1,4,both,True
823752,671737,97,1,97,both,True
823752,676879,8,1,8,both,True
823752,681892,21,1,21,both,True
823752,682842,22,1,22,both,True
823752,688107,94,1,94,both,True
823752,694477,16,1,16,both,True
823752,701519,15,1,15,both,True
823834,645261,108,1,108,both,True
823834,664126,16,1,16,both,True
823834,695049,98,1,98,both,True
823834,700712,50,1,50,both,True
823834,806188,13,1,13,both,True
824079,605280,70,1,70,both,True
824079,607067,63,1,63,both,True
824079,607625,90,1,90,both,True
824079,663878,19,1,19,both,True
824079,670167,27,1,27,both,True
824079,674444,20,1,20,both,True
824565,641743,83,1,83,both,True
824565,656794,8,1,8,both,True
824565,663542,13,1,13,both,True
824565,663855,13,1,13,both,True
824565,668909,102,1,102,both,True
824565,670036,12,1,12,both,True
824565,670059,16,1,16,both,True
824565,681870,2,1,2,both,True
824565,682120,16,1,16,both,True
824565,691799,17,1,17,both,True
824726,663687,36,1,36,both,True
824726,665622,12,1,12,both,True
824726,670103,33,1,33,both,True
824726,686580,14,1,14,both,True
824726,686751,20,1,20,both,True
824726,687562,88,1,88,both,True
824726,695611,100,1,100,both,True
825049,621242,24,1,24,both,True
825049,623465,4,1,4,both,True
825049,642528,30,1,30,both,True
825049,656945,4,1,4,both,True
825049,669165,15,1,15,both,True
825049,672629,28,1,28,both,True
825049,676263,15,1,15,both,True
825049,681911,25,1,25,both,True
825049,694297,93,1,93,both,True
825049,805299,10,1,10,both,True
825049,808967,107,1,107,both,True
