game_pk,official_date,game_dt,query_dates
822715,2026-07-05,2026-07-05T17:00:00Z,2026-07-05
822879,2026-07-05,2026-07-05T19:30:00Z,2026-07-05
823117,2026-07-05,2026-07-05T21:00:00Z,2026-07-05
823525,2026-07-05,2026-07-05T17:35:00Z,2026-07-05
823931,2026-07-05,2026-07-05T23:20:00Z,2026-07-05
824010,2026-07-05,2026-07-06T01:30:00Z,2026-07-05
824091,2026-07-05,2026-07-05T19:00:00Z,2026-07-05
824172,2026-07-05,2026-07-05T19:30:00Z,2026-07-05
824333,2026-07-05,2026-07-05T20:00:00Z,2026-07-05
824413,2026-07-05,2026-07-05T18:00:00Z,2026-07-05
824497,2026-07-05,2026-07-05T17:05:00Z,2026-07-05
824656,2026-07-05,2026-07-05T18:30:00Z,2026-07-05
824902,2026-07-05,2026-07-05T16:30:00Z,2026-07-05
824980,2026-07-05,2026-07-05T20:30:00Z,2026-07-05
825061,2026-07-05,2026-07-05T20:00:00Z,2026-07-05
