date,game_pk,team,sum_bf,sum_outs,sum_r,sum_er,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_er,team_h,team_bb,team_k,team_hr,team_line_match
2026-04-06,823401,PIT,42,27,5,5,11,5,9,0,42,27,5,5,11,5,9,0,True
2026-04-06,823728,DET,42,24,7,7,10,7,10,1,42,24,7,7,10,7,10,1,True
2026-04-06,823728,MIN,38,27,3,2,4,7,11,0,38,27,3,2,4,7,11,0,True
2026-04-06,823886,CIN,32,27,0,0,3,2,6,0,32,27,0,0,3,2,6,0,True
2026-04-06,823886,MIA,34,27,2,2,7,2,4,1,34,27,2,2,7,2,4,1,True
2026-04-06,824052,ATL,33,24,6,6,5,2,10,2,33,24,6,6,5,2,10,2,True
2026-04-06,824052,LAA,32,27,2,2,5,1,11,2,32,27,2,2,5,1,11,2,True
2026-04-06,824376,HOU,40,24,9,8,12,4,9,1,40,24,9,8,12,4,9,1,True
2026-04-06,824376,COL,42,27,7,7,13,3,3,1,42,27,7,7,13,3,3,1,True
2026-04-06,824456,KC,34,27,2,2,4,4,5,2,34,27,2,2,4,4,5,2,True
2026-04-06,824456,CLE,39,27,4,4,11,2,8,2,39,27,4,4,11,2,8,2,True
2026-04-06,824619,BAL,34,27,1,1,4,5,6,0,34,27,1,1,4,5,6,0,True
2026-04-06,824619,CWS,32,27,2,2,7,1,7,1,32,27,2,2,7,1,7,1,True
2026-04-06,824783,MIL,41,27,6,6,11,3,4,1,41,27,6,6,11,3,4,1,True
2026-04-06,824783,BOS,46,27,8,6,11,8,11,0,46,27,8,6,11,8,11,0,True
2026-04-07,822754,STL,44,30,6,5,10,4,13,2,44,30,6,5,10,4,13,2,True
2026-04-07,822754,WSH,47,30,7,5,9,10,8,2,47,30,7,5,9,10,8,2,True
2026-04-07,822831,LAD,36,27,1,1,6,3,10,0,36,27,1,1,6,3,10,0,True
2026-04-07,822831,TOR,39,27,4,3,8,3,11,0,39,27,4,3,8,3,11,0,True
2026-04-07,822916,SEA,28,24,3,3,6,0,4,1,28,24,3,3,6,0,4,1,True
2026-04-07,822916,TEX,37,27,2,2,8,2,9,1,37,27,2,2,8,2,9,1,True
2026-04-07,822999,CHC,36,27,2,2,6,3,5,0,36,27,2,2,6,3,5,0,True
2026-04-07,822999,TB,45,27,9,8,16,3,5,2,45,27,9,8,16,3,5,2,True
2026-04-07,823235,PHI,36,24,6,4,13,1,8,0,36,24,6,4,13,1,8,0,True
2026-04-07,823235,SF,35,27,0,0,4,4,8,0,35,27,0,0,4,4,8,0,True
2026-04-07,823402,SD,37,24,7,6,12,2,10,0,37,24,7,6,12,2,10,0,True
2026-04-07,823402,PIT,32,27,1,1,3,2,9,1,32,27,1,1,3,2,9,1,True
2026-04-07,823567,ATH,37,24,5,5,9,4,7,2,37,24,5,5,9,4,7,2,True
2026-04-07,823567,NYY,37,27,3,3,6,4,13,0,37,27,3,3,6,4,13,0,True
2026-04-07,823648,AZ,39,28,4,2,8,4,7,0,39,28,4,2,8,4,7,0,True
2026-04-07,823648,NYM,44,30,3,3,9,3,10,0,44,30,3,3,9,3,10,0,True
2026-04-07,823727,DET,37,24,4,4,10,3,10,0,37,24,4,4,10,3,10,0,True
2026-04-07,823727,MIN,41,27,2,2,9,3,14,0,41,27,2,2,9,3,14,0,True
2026-04-07,823887,CIN,42,30,3,2,7,6,7,0,42,30,3,2,7,6,7,0,True
2026-04-07,823887,MIA,41,30,6,5,5,6,8,0,41,30,6,5,5,6,8,0,True
2026-04-07,824051,ATL,39,27,2,0,6,4,14,1,39,27,2,0,6,4,14,1,True
2026-04-07,824051,LAA,41,27,7,7,12,3,12,1,41,27,7,7,12,3,12,1,True
2026-04-07,824375,HOU,33,24,5,5,10,2,4,2,33,24,5,5,10,2,4,2,True
2026-04-07,824375,COL,32,27,1,1,3,1,8,1,32,27,1,1,3,1,8,1,True
2026-04-07,824457,KC,36,25,2,2,8,3,8,0,36,25,2,2,8,3,8,0,True
2026-04-07,824457,CLE,35,27,1,1,1,8,14,1,35,27,1,1,1,8,14,1,True
2026-04-07,824618,BAL,36,27,2,2,6,1,12,0,36,27,2,2,6,1,12,0,True
2026-04-07,824618,CWS,45,27,4,4,8,8,13,1,45,27,4,4,8,8,13,1,True
2026-04-07,824780,MIL,32,24,3,3,3,5,11,0,32,24,3,3,3,5,11,0,True
2026-04-07,824780,BOS,35,27,2,2,5,3,8,0,35,27,2,2,5,3,8,0,True
2026-04-08,822753,STL,31,27,1,1,4,1,2,0,31,27,1,1,4,1,2,0,True
2026-04-08,822753,WSH,42,27,6,6,8,7,9,1,42,27,6,6,8,7,9,1,True
2026-04-08,822833,LAD,37,24,4,3,8,4,3,0,37,24,4,3,8,4,3,0,True
2026-04-08,822833,TOR,41,27,3,2,6,8,13,0,41,27,3,2,6,8,13,0,True
2026-04-08,822915,SEA,31,24,3,1,6,3,4,0,31,24,3,1,6,3,4,0,True
2026-04-08,822915,TEX,30,27,0,0,2,2,13,0,30,27,0,0,2,2,13,0,True
2026-04-08,823000,CHC,34,27,2,2,5,2,7,0,34,27,2,2,5,2,7,0,True
2026-04-08,823000,TB,37,27,6,5,8,4,7,1,37,27,6,5,8,4,7,1,True
2026-04-08,823234,PHI,34,24,5,4,9,1,6,1,34,24,5,4,9,1,6,1,True
2026-04-08,823234,SF,36,27,0,0,4,5,10,0,36,27,0,0,4,5,10,0,True
2026-04-08,823403,SD,36,27,2,2,6,4,6,0,36,27,2,2,6,4,6,0,True
2026-04-08,823403,PIT,41,27,8,4,10,1,9,1,41,27,8,4,10,1,9,1,True
2026-04-08,823564,ATH,36,27,2,2,4,7,15,0,36,27,2,2,4,7,15,0,True
2026-04-08,823564,NYY,41,27,3,3,9,3,9,0,41,27,3,3,9,3,9,0,True
2026-04-08,823646,AZ,37,27,2,1,7,1,7,0,37,27,2,1,7,1,7,0,True
2026-04-08,823646,NYM,41,27,7,7,11,4,8,0,41,27,7,7,11,4,8,0,True
2026-04-08,823726,DET,41,24,8,8,11,6,4,0,41,24,8,8,11,6,4,0,True
2026-04-08,823726,MIN,44,27,6,6,12,2,6,0,44,27,6,6,12,2,6,0,True
2026-04-08,823885,CIN,38,24,7,6,12,2,6,2,38,24,7,6,12,2,6,2,True
2026-04-08,823885,MIA,38,27,4,2,9,2,11,1,38,27,4,2,9,2,11,1,True
2026-04-08,824050,ATL,36,27,2,2,7,3,10,1,36,27,2,2,7,3,10,1,True
2026-04-08,824050,LAA,42,27,8,7,8,6,9,1,42,27,8,7,8,6,9,1,True
2026-04-08,824374,HOU,44,24,9,9,10,9,7,1,44,24,9,9,10,9,7,1,True
2026-04-08,824374,COL,37,27,1,1,8,2,6,0,37,27,1,1,8,2,6,0,True
2026-04-08,824455,KC,41,24,10,10,16,4,9,1,41,24,10,10,16,4,9,1,True
2026-04-08,824455,CLE,35,27,2,1,5,3,14,0,35,27,2,1,5,3,14,0,True
2026-04-08,824617,BAL,40,27,3,2,7,6,12,0,40,27,3,2,7,6,12,0,True
2026-04-08,824617,CWS,40,27,5,4,7,5,7,0,40,27,5,4,7,5,7,0,True
2026-04-08,824779,MIL,39,24,5,5,7,8,6,0,39,24,5,5,7,8,6,0,True
2026-04-08,824779,BOS,34,27,0,0,4,3,7,0,34,27,0,0,4,3,7,0,True
2026-04-09,823319,COL,50,34,7,4,9,6,7,1,50,34,7,4,9,6,7,1,True
2026-04-09,823319,SD,47,36,3,1,10,2,14,1,47,36,3,1,10,2,14,1,True
2026-04-09,823565,ATH,32,27,0,0,1,3,8,0,32,27,0,0,1,3,8,0,True
2026-04-09,823565,NYY,34,27,1,1,8,0,8,0,34,27,1,1,8,0,8,0,True
2026-04-09,823645,AZ,35,27,1,1,6,2,6,1,35,27,1,1,6,2,6,1,True
2026-04-09,823645,NYM,38,27,7,7,8,3,9,0,38,27,7,7,8,3,9,0,True
2026-04-09,823724,DET,36,24,3,3,9,5,9,1,36,24,3,3,9,5,9,1,True
2026-04-09,823724,MIN,36,27,1,1,5,3,9,0,36,27,1,1,5,3,9,0,True
2026-04-09,823884,CIN,40,24,8,6,12,5,5,0,40,24,8,6,12,5,5,0,True
2026-04-09,823884,MIA,39,27,1,1,7,4,9,1,39,27,1,1,7,4,9,1,True
2026-04-09,824130,CWS,38,27,0,0,5,4,11,0,38,27,0,0,5,4,11,0,True
2026-04-09,824130,KC,35,27,2,1,5,5,5,0,35,27,2,1,5,5,5,0,True
2026-04-10,822829,MIN,40,24,10,10,14,2,4,2,40,24,10,10,14,2,4,2,True
2026-04-10,822829,TOR,38,27,4,4,7,2,12,2,38,27,4,4,7,2,12,2,True
2026-04-10,822997,NYY,39,24,5,4,9,5,5,1,39,24,5,4,9,5,5,1,True
2026-04-10,822997,TB,35,27,3,3,5,2,12,1,35,27,3,3,5,2,12,1,True
2026-04-10,823076,BOS,39,24,3,3,8,6,9,0,39,24,3,3,8,6,9,0,True
2026-04-10,823076,STL,34,27,2,1,5,0,7,0,34,27,2,1,5,0,7,0,True
2026-04-10,823156,HOU,44,24,9,9,9,10,10,1,44,24,9,9,9,10,10,1,True
2026-04-10,823156,SEA,37,27,6,6,8,4,6,1,37,27,6,6,8,4,6,1,True
2026-04-10,823318,COL,33,25,5,5,6,3,6,3,33,25,5,5,6,3,6,3,True
2026-04-10,823318,SD,34,27,2,2,8,1,7,0,34,27,2,2,8,1,7,0,True
2026-04-10,823482,AZ,37,27,4,4,7,2,16,1,37,27,4,4,7,2,16,1,True
2026-04-10,823482,PHI,37,27,5,5,7,3,10,0,37,27,5,5,7,3,10,0,True
2026-04-10,823643,ATH,33,27,0,0,6,1,10,0,33,27,0,0,6,1,10,0,True
2026-04-10,823643,NYM,37,27,4,4,9,3,4,0,37,27,4,4,9,3,4,0,True
2026-04-10,823808,WSH,36,27,3,3,4,5,7,1,36,27,3,3,4,5,7,1,True
2026-04-10,823808,MIL,39,27,7,7,11,2,6,0,39,27,7,7,11,2,6,0,True
2026-04-10,823968,TEX,41,26,8,8,15,4,7,4,41,26,8,8,15,4,7,4,True
2026-04-10,823968,LAD,39,27,7,7,9,3,14,3,39,27,7,7,9,3,14,3,True
2026-04-10,824128,CWS,29,24,2,2,7,1,3,1,29,24,2,2,7,1,3,1,True
2026-04-10,824128,KC,30,27,0,0,2,1,11,0,30,27,0,0,2,1,11,0,True
2026-04-10,824297,MIA,33,24,2,2,8,1,7,1,33,24,2,2,8,1,7,1,True
2026-04-10,824297,DET,30,27,0,0,2,2,9,0,30,27,0,0,2,2,9,0,True
2026-04-10,824534,LAA,36,27,2,2,4,5,4,1,36,27,2,2,4,5,4,1,True
2026-04-10,824534,CIN,45,27,10,10,10,8,7,3,45,27,10,10,10,8,7,3,True
2026-04-10,824695,PIT,38,27,0,0,6,7,6,0,38,27,0,0,6,7,6,0,True
2026-04-10,824695,CHC,31,27,2,2,3,1,11,1,31,27,2,2,3,1,11,1,True
2026-04-10,824858,SF,39,27,3,3,8,4,6,1,39,27,3,3,8,4,6,1,True
2026-04-10,824858,BAL,41,27,6,6,12,3,6,2,41,27,6,6,12,3,6,2,True
2026-04-10,824941,CLE,41,24,11,10,15,3,5,3,41,24,11,10,15,3,5,3,True
2026-04-10,824941,ATL,39,27,5,5,8,5,5,1,39,27,5,5,8,5,5,1,True
