RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823383-642701,823383,2026-05-14,PIT,COL,H,642701,Dennis Santana,RELIEF_OR_BULK,3.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,12,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-657514,823383,2026-05-14,COL,PIT,A,657514,Brennan Bernardino,RELIEF_OR_BULK,0.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,True,False,15,6,4,2,2,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-669387,823383,2026-05-14,PIT,COL,H,669387,Carmen Mlodzinski,RELIEF_OR_BULK,5.0,74.0,23.0,18.0,0.0,0.0,0.0,0.0,False,False,76,20,15,2,2,4,3,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,STARTER,MLB,False
823383-670990,823383,2026-05-14,PIT,COL,H,670990,Yohan Ramírez,RELIEF_OR_BULK,3.0,34.0,12.0,6.0,0.0,0.0,0.0,0.0,False,False,11,3,3,0,0,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-675848,823383,2026-05-14,COL,PIT,A,675848,Juan Mejia,RELIEF_OR_BULK,5.0,18.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,9,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-680767,823383,2026-05-14,COL,PIT,A,680767,Victor Vodnik,RELIEF_OR_BULK,1.0,26.0,6.0,2.0,26.0,26.0,6.0,6.0,False,False,16,5,2,1,1,2,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-681895,823383,2026-05-14,PIT,COL,H,681895,Evan Sisk,RELIEF_OR_BULK,0.0,17.0,4.0,4.0,17.0,17.0,4.0,4.0,True,False,15,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823383-685299,823383,2026-05-14,COL,PIT,A,685299,Tanner Gordon,RELIEF_OR_BULK,4.0,52.0,13.0,9.0,0.0,0.0,0.0,0.0,False,False,69,15,12,1,1,3,1,5,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
824517-594580,824517,2026-05-14,CIN,WSH,H,594580,Sam Moll,RELIEF_OR_BULK,1.0,13.0,4.0,1.0,13.0,13.0,4.0,4.0,False,False,13,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
824517-682825,824517,2026-05-14,CIN,WSH,H,682825,Luis Mey,RELIEF_OR_BULK,1.0,30.0,9.0,6.0,30.0,30.0,9.0,9.0,False,False,22,5,3,1,1,1,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
824517-683175,824517,2026-05-14,CIN,WSH,H,683175,Connor Phillips,RELIEF_OR_BULK,1.0,32.0,7.0,5.0,32.0,32.0,7.0,7.0,False,False,12,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
824517-687849,824517,2026-05-14,WSH,CIN,A,687849,Zak Kent,RELIEF_OR_BULK,1.0,20.0,6.0,3.0,20.0,20.0,6.0,6.0,False,False,42,10,8,2,2,2,0,2,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823630-518886,823630,2026-05-14,NYM,DET,H,518886,Craig Kimbrel,RELIEF_OR_BULK,4.0,19.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,19,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823630-646241,823630,2026-05-14,DET,NYM,A,646241,Enmanuel De Jesus,RELIEF_OR_BULK,1.0,14.0,6.0,4.0,14.0,14.0,6.0,6.0,False,False,19,5,2,1,1,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823630-663947,823630,2026-05-14,DET,NYM,A,663947,Tyler Holton,RELIEF_OR_BULK,1.0,19.0,4.0,4.0,19.0,19.0,4.0,4.0,False,False,7,3,1,2,2,2,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823630-668964,823630,2026-05-14,NYM,DET,H,668964,Tobias Myers,RELIEF_OR_BULK,3.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,10,4,3,1,1,1,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823630-669724,823630,2026-05-14,DET,NYM,A,669724,Brenan Hanifee,RELIEF_OR_BULK,3.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,14,4,3,1,1,1,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,STARTER,MLB,False
823630-676568,823630,2026-05-14,DET,NYM,A,676568,Ricky Vanasco,RELIEF_OR_BULK,1.0,38.0,9.0,3.0,38.0,38.0,9.0,9.0,False,False,32,7,4,1,1,2,1,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823709-667463,823709,2026-05-14,MIA,MIN,A,667463,John King,RELIEF_OR_BULK,0.0,13.0,4.0,3.0,13.0,13.0,4.0,4.0,True,False,17,7,3,3,3,3,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823709-669199,823709,2026-05-14,MIA,MIN,A,669199,Lake Bachar,RELIEF_OR_BULK,1.0,14.0,4.0,3.0,14.0,14.0,4.0,4.0,False,False,23,6,6,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823709-669622,823709,2026-05-14,MIA,MIN,A,669622,Anthony Bender,RELIEF_OR_BULK,5.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,19,6,6,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823709-676534,823709,2026-05-14,MIA,MIN,A,676534,Calvin Faucher,RELIEF_OR_BULK,3.0,25.0,6.0,6.0,0.0,0.0,0.0,0.0,False,False,24,6,5,1,0,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823709-696070,823709,2026-05-14,MIN,MIA,H,696070,Kendry Rojas,RELIEF_OR_BULK,3.0,60.0,17.0,10.0,0.0,0.0,0.0,0.0,False,False,41,9,6,1,1,1,2,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-663362,823789,2026-05-14,SD,MIL,A,663362,Matt Waldron,RELIEF_OR_BULK,1.0,59.0,17.0,8.0,59.0,59.0,17.0,17.0,False,False,27,7,6,0,0,1,0,4,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-669084,823789,2026-05-14,MIL,SD,H,669084,DL Hall,RELIEF_OR_BULK,3.0,20.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,18,4,3,0,0,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-673513,823789,2026-05-14,SD,MIL,A,673513,Yuki Matsui,RELIEF_OR_BULK,1.0,25.0,7.0,6.0,25.0,25.0,7.0,7.0,False,False,26,7,6,0,0,0,1,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-676760,823789,2026-05-14,SD,MIL,A,676760,Ron Marinaccio,RELIEF_OR_BULK,3.0,32.0,6.0,6.0,0.0,0.0,0.0,0.0,False,False,52,12,7,1,1,4,2,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-681982,823789,2026-05-14,MIL,SD,H,681982,Grant Anderson,RELIEF_OR_BULK,9.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,16,5,3,0,0,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
823789-702153,823789,2026-05-14,MIL,SD,H,702153,Brian Fitzpatrick,RELIEF_OR_BULK,10.0,16.0,7.0,4.0,0.0,0.0,0.0,0.0,False,False,35,9,6,1,0,1,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v36_sheet01_0514.csv,QA_VALIDATED_PBP_V36,RELIEF_OR_BULK,MLB,False
