game_pk,official_date,game_dt,query_dates
822859,2026-08-18,2026-08-19T00:05:00Z,2026-08-18
822938,2026-08-18,2026-08-18T22:40:00Z,2026-08-18
823341,2026-08-18,2026-08-18T22:40:00Z,2026-08-18
823423,2026-08-18,2026-08-18T22:40:00Z,2026-08-18
823586,2026-08-18,2026-08-18T23:10:00Z,2026-08-18
823667,2026-08-18,2026-08-18T23:40:00Z,2026-08-18
823749,2026-08-18,2026-08-18T23:40:00Z,2026-08-18
824075,2026-08-18,2026-08-18T23:40:00Z,2026-08-18
824154,2026-08-18,2026-08-19T00:10:00Z,2026-08-18
824319,2026-08-18,2026-08-19T00:40:00Z,2026-08-18
824398,2026-08-18,2026-08-18T22:40:00Z,2026-08-18
824475,2026-08-18,2026-08-18T22:40:00Z,2026-08-18
824639,2026-08-18,2026-08-19T00:05:00Z,2026-08-18
824723,2026-08-18,2026-08-18T23:10:00Z,2026-08-18
824803,2026-08-18,2026-08-18T22:35:00Z,2026-08-18
