RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824902-471911,824902,2026-07-05,ATL,NYM,H,471911,Carlos Carrasco,RELIEF_OR_BULK,11.0,30.0,7.0,5.0,0.0,0.0,0.0,0.0,False,False,44,12,6,5,5,5,2,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-548384,824902,2026-07-05,NYM,ATL,A,548384,Brooks Raley,RELIEF_OR_BULK,4.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,8,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-596133,824902,2026-07-05,NYM,ATL,A,596133,Luke Weaver,RELIEF_OR_BULK,4.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,16,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-623211,824902,2026-07-05,NYM,ATL,A,623211,Huascar Brazobán,RELIEF_OR_BULK,7.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,20,6,1,5,5,4,1,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-641755,824902,2026-07-05,ATL,NYM,H,641755,Tyler Kinley,RELIEF_OR_BULK,2.0,11.0,4.0,2.0,0.0,11.0,0.0,4.0,False,False,7,2,2,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-642207,824902,2026-07-05,NYM,ATL,A,642207,Devin Williams,RELIEF_OR_BULK,4.0,18.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,22,5,2,1,1,3,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-664849,824902,2026-07-05,ATL,NYM,H,664849,Danny Young,RELIEF_OR_BULK,1.0,12.0,3.0,2.0,12.0,12.0,3.0,3.0,False,False,18,4,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
824902-689266,824902,2026-07-05,ATL,NYM,H,689266,Dylan Dodd,RELIEF_OR_BULK,1.0,18.0,4.0,3.0,18.0,18.0,4.0,4.0,False,False,16,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
822715-642397,822715,2026-07-05,PIT,WSH,A,642397,Gregory Soto,RELIEF_OR_BULK,2.0,8.0,3.0,3.0,0.0,8.0,0.0,3.0,False,False,27,8,6,1,1,1,1,2,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
822715-642701,822715,2026-07-05,PIT,WSH,A,642701,Dennis Santana,RELIEF_OR_BULK,0.0,11.0,3.0,3.0,11.0,11.0,3.0,3.0,True,False,16,4,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v88_sheet01_0705.csv,QA_VALIDATED_PBP_V88,RELIEF_OR_BULK,MLB,False
