pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
623149,18,8,53,62,212,248,Top,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,TOR,NYY,H,Paul Sewald,1,0,False,RELIEF_OR_BULK,18,6,5,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
656302,104,1,0,44,1,179,Top,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,TOR,NYY,H,Dylan Cease,1,1,True,STARTER,104,24,19,2,2,2,3,10,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V127
657612,11,10,72,75,279,289,Bot,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,NYY,TOR,A,Tim Hill,1,0,False,RELIEF_OR_BULK,11,4,3,1,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
663893,21,7,46,52,180,211,Top,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,TOR,NYY,H,Brendon Little,1,0,False,RELIEF_OR_BULK,21,5,3,0,0,1,2,1,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
670280,28,8,57,67,225,266,Bot,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,NYY,TOR,A,David Bednar,1,0,False,RELIEF_OR_BULK,28,7,5,1,0,0,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
677960,95,1,4,56,13,224,Bot,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,NYY,TOR,A,Ryan Weathers,1,1,True,STARTER,95,26,22,1,1,6,1,4,0,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V127
680755,12,10,68,71,267,278,Top,822774,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T17:37:00Z,TOR,NYY,H,Braydon Fisher,1,0,False,RELIEF_OR_BULK,12,4,3,2,1,2,0,0,1,https://statsapi.mlb.com/api/v1.1/game/822774/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
544150,15,9,76,79,329,343,Bot,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,BAL,TB,A,Albert Suárez,1,0,False,RELIEF_OR_BULK,15,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
571927,31,6,41,47,160,190,Top,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,TB,BAL,H,Steven Matz,1,0,False,RELIEF_OR_BULK,31,7,2,5,5,4,1,0,1,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
642547,76,1,0,33,1,136,Top,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,TB,BAL,H,Freddy Peralta,1,1,True,STARTER,76,18,14,2,2,1,3,2,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V127
664076,9,5,34,36,137,145,Top,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,TB,BAL,H,Garrett Cleavinger,1,0,False,RELIEF_OR_BULK,9,3,1,1,1,2,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
664991,17,8,69,72,299,315,Bot,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,BAL,TB,A,Grant Wolfram,1,0,False,RELIEF_OR_BULK,17,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
669432,98,1,3,57,13,242,Bot,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,BAL,TB,A,Trevor Rogers,1,1,True,STARTER,98,26,18,2,2,7,1,6,1,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V127
671212,84,6,48,75,191,328,Top,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,TB,BAL,H,Joe Boyle,1,0,False,RELIEF_OR_BULK,84,15,10,2,2,2,3,5,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
695380,13,7,62,64,270,282,Bot,822940,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T16:15:00Z,BAL,TB,A,Alex Hoppe,1,0,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822940/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
623474,19,7,69,72,258,276,Bot,823182,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T20:05:00Z,COL,SF,A,Jimmy Herget,1,0,False,RELIEF_OR_BULK,19,4,3,0,0,0,1,1,0,https://statsapi.mlb.com/api/v1.1/game/823182/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
656529,30,5,39,52,140,202,Top,823182,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T20:05:00Z,SF,COL,H,Sam Hentges,1,0,False,RELIEF_OR_BULK,30,7,4,2,2,1,2,1,0,https://statsapi.mlb.com/api/v1.1/game/823182/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
656786,14,6,58,61,219,232,Bot,823182,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-08-16.parquet,False,2026-08-16,2026-08-16T20:05:00Z,COL,SF,A,Parker Mushinski,1,0,False,RELIEF_OR_BULK,14,4,3,0,0,0,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823182/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V127
