game_pk,official_date,game_dt,query_dates
822687,2026-09-01,2026-09-01T22:45:00Z,2026-09-01
822854,2026-09-01,2026-09-02T00:05:00Z,2026-09-01
822929,2026-09-01,2026-09-01T22:40:00Z,2026-09-01
823340,2026-09-01,2026-09-01T22:40:00Z,2026-09-01
823661,2026-09-01,2026-09-01T23:40:00Z,2026-09-01
823908,2026-09-01,2026-09-02T02:10:00Z,2026-09-01
823984,2026-09-01,2026-09-02T01:38:00Z,2026-09-01
824070,2026-09-01,2026-09-01T23:40:00Z,2026-09-01
824148,2026-09-01,2026-09-02T00:10:00Z,2026-09-01
824313,2026-09-01,2026-09-02T00:40:00Z,2026-09-01
824391,2026-09-01,2026-09-01T22:40:00Z,2026-09-01
824472,2026-09-01,2026-09-01T22:40:00Z,2026-09-01
824633,2026-09-01,2026-09-01T23:40:00Z,2026-09-01
824716,2026-09-01,2026-09-01T22:45:00Z,2026-09-01
825038,2026-09-01,2026-09-02T01:40:00Z,2026-09-01
