game_pk,official_date,game_dt,query_dates
822808,2026-06-06,2026-06-06T19:07:00Z,2026-06-06
822891,2026-06-06,2026-06-06T23:35:00Z,2026-06-06
823048,2026-06-06,2026-06-06T18:15:00Z,2026-06-06
823292,2026-06-06,2026-06-07T02:10:00Z,2026-06-06
823454,2026-06-06,2026-06-06T20:05:00Z,2026-06-06
823697,2026-06-06,2026-06-06T18:10:00Z,2026-06-06
823859,2026-06-06,2026-06-06T20:10:00Z,2026-06-06
823942,2026-06-06,2026-06-07T02:10:00Z,2026-06-06
824184,2026-06-06,2026-06-06T20:10:00Z,2026-06-06
824269,2026-06-06,2026-06-06T17:10:00Z,2026-06-06
824351,2026-06-06,2026-06-07T01:10:00Z,2026-06-06
824669,2026-06-06,2026-06-06T18:20:00Z,2026-06-06
824915,2026-06-06,2026-06-06T20:10:00Z,2026-06-06
825075,2026-06-06,2026-06-06T20:10:00Z,2026-06-06
