game_pk,official_date,game_dt,query_dates
822747,2026-04-21,2026-04-21T22:45:00Z,2026-04-21
822914,2026-04-21,2026-04-22T00:05:00Z,2026-04-21
822995,2026-04-21,2026-04-21T22:40:00Z,2026-04-21
823148,2026-04-21,2026-04-22T01:40:00Z,2026-04-21
823236,2026-04-21,2026-04-22T01:45:00Z,2026-04-21
823640,2026-04-21,2026-04-21T23:10:00Z,2026-04-21
823880,2026-04-21,2026-04-21T22:40:00Z,2026-04-21
824045,2026-04-21,2026-04-22T01:38:00Z,2026-04-21
824127,2026-04-21,2026-04-21T23:40:00Z,2026-04-21
824290,2026-04-21,2026-04-21T22:40:00Z,2026-04-21
824369,2026-04-21,2026-04-22T00:40:00Z,2026-04-21
824448,2026-04-21,2026-04-21T22:10:00Z,2026-04-21
824690,2026-04-21,2026-04-21T23:40:00Z,2026-04-21
824773,2026-04-21,2026-04-21T22:45:00Z,2026-04-21
825099,2026-04-21,2026-04-22T01:40:00Z,2026-04-21
