game_pk,official_date,game_dt,query_dates
822688,2026-08-30,2026-08-30T16:15:00Z,2026-08-30
822766,2026-08-30,2026-08-30T17:37:00Z,2026-08-30
822933,2026-08-30,2026-08-30T17:40:00Z,2026-08-30
823010,2026-08-30,2026-08-30T18:15:00Z,2026-08-30
823502,2026-08-30,2026-08-30T17:35:00Z,2026-08-30
823580,2026-08-30,2026-08-30T19:10:00Z,2026-08-30
823662,2026-08-30,2026-08-30T18:10:00Z,2026-08-30
823740,2026-08-30,2026-08-30T18:10:00Z,2026-08-30
823987,2026-08-30,2026-08-30T20:07:00Z,2026-08-30
824232,2026-08-30,2026-08-30T17:40:00Z,2026-08-30
824393,2026-08-30,2026-08-30T17:40:00Z,2026-08-30
824636,2026-08-30,2026-08-30T23:20:00Z,2026-08-30
824876,2026-08-30,2026-08-30T17:35:00Z,2026-08-30
824959,2026-08-30,2026-08-30T20:05:00Z,2026-08-30
