date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-17,822721,KC,True,33,27,2,6,1,6,0,33,27,2,6,1,6,0,2,2
2026-06-17,822721,WSH,True,42,27,6,13,4,3,4,42,27,6,13,4,3,4,6,6
2026-06-17,823044,SD,True,34,27,1,6,3,4,0,34,27,1,6,3,4,0,1,1
2026-06-17,823044,STL,True,43,27,6,14,3,9,1,43,27,6,14,3,9,1,6,6
2026-06-17,823127,BAL,True,35,27,3,7,3,14,2,35,27,3,7,3,14,2,3,3
2026-06-17,823127,SEA,True,37,27,5,10,2,9,2,37,27,5,10,2,9,2,5,5
2026-06-17,823450,MIA,True,38,27,4,10,1,12,0,38,27,4,10,1,12,0,2,2
2026-06-17,823450,PHI,True,46,27,12,13,4,9,5,46,27,12,13,4,9,5,9,9
2026-06-17,823536,CWS,True,42,24,10,13,3,6,3,42,24,10,13,3,6,3,10,10
2026-06-17,823536,NYY,True,39,27,5,11,2,11,3,39,27,5,11,2,11,3,5,5
2026-06-17,823774,CLE,True,37,24,9,11,2,9,2,37,24,9,11,2,9,2,9,9
2026-06-17,823774,MIL,True,33,27,4,3,3,13,1,33,27,4,3,3,13,1,4,4
2026-06-17,823940,TB,True,40,24,5,9,8,5,1,40,24,5,9,8,5,1,5,5
2026-06-17,823940,LAD,True,39,27,4,8,4,7,0,39,27,4,8,4,7,0,4,4
2026-06-17,824178,DET,True,35,24,4,9,3,4,1,35,24,4,9,3,4,1,4,4
2026-06-17,824178,HOU,True,31,27,2,3,0,9,2,31,27,2,3,0,9,2,2,2
2026-06-17,824503,NYM,True,37,27,1,5,2,9,0,37,27,1,5,2,9,0,0,0
2026-06-17,824503,CIN,True,44,27,9,15,3,4,0,44,27,9,15,3,4,0,9,9
2026-06-17,824668,COL,True,38,24,8,12,4,6,2,38,24,8,12,4,6,2,8,8
2026-06-17,824668,CHC,True,38,27,6,9,2,3,4,38,27,6,9,2,3,4,6,6
2026-06-17,824746,TOR,True,40,27,0,7,7,6,0,40,27,0,7,7,6,0,0,0
2026-06-17,824746,BOS,True,36,27,3,8,0,10,0,36,27,3,8,0,10,0,3,3
2026-06-17,824913,SF,True,41,27,5,12,2,7,1,41,27,5,12,2,7,1,5,5
2026-06-17,824913,ATL,True,39,27,7,9,3,6,3,39,27,7,9,3,6,3,7,7
2026-06-17,824992,PIT,True,36,27,4,6,3,12,2,36,27,4,6,3,12,2,3,3
2026-06-17,824992,ATH,True,49,27,12,16,4,10,2,49,27,12,16,4,10,2,12,12
2026-06-17,825072,LAA,True,39,24,8,11,4,3,1,39,24,8,11,4,3,1,8,8
2026-06-17,825072,AZ,True,33,27,1,6,3,7,1,33,27,1,6,3,7,1,1,1
