pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
571578,84,1,0,42,1,165,Top,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,TOR,PIT,H,Patrick Corbin,1,1,True,STARTER,84,23,18,1,1,5,0,7,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V45
656546,13,9,67,69,255,267,Top,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,TOR,PIT,H,Jeff Hoffman,1,0,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,3,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
670990,19,6,47,56,183,215,Bot,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,PIT,TOR,A,Yohan Ramírez,1,0,False,RELIEF_OR_BULK,19,6,5,1,1,2,0,1,1,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
671936,10,8,62,63,236,245,Top,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,TOR,PIT,H,Adam Macko,1,0,False,RELIEF_OR_BULK,10,2,1,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
680755,14,7,49,52,190,203,Top,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,TOR,PIT,H,Braydon Fisher,1,0,False,RELIEF_OR_BULK,14,4,3,0,0,0,1,2,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
681895,9,8,64,66,246,254,Bot,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,PIT,TOR,A,Evan Sisk,1,0,False,RELIEF_OR_BULK,9,3,4,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
684320,20,8,58,61,216,235,Top,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,TOR,PIT,H,Yariel Rodríguez,1,0,False,RELIEF_OR_BULK,20,4,2,1,0,0,2,0,0,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
694973,98,1,4,46,14,182,Bot,822814,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T19:07:00Z,PIT,TOR,A,Paul Skenes,1,1,True,STARTER,98,24,15,4,4,9,1,2,1,https://statsapi.mlb.com/api/v1.1/game/822814/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V45
605288,79,1,0,38,1,154,Top,823222,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T20:05:00Z,SF,CWS,H,Adrian Houser,1,1,True,STARTER,79,21,14,3,3,7,0,5,0,https://statsapi.mlb.com/api/v1.1/game/823222/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V45
607200,85,2,10,46,45,185,Bot,823222,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-23.parquet,False,2026-05-23,2026-05-23T20:05:00Z,CWS,SF,A,Erick Fedde,1,0,False,RELIEF_OR_BULK,85,21,10,8,8,10,2,3,1,https://statsapi.mlb.com/api/v1.1/game/823222/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V45
