game_pk,official_date,game_dt,query_dates
822783,2026-08-02,2026-08-02T17:37:00Z,2026-08-02
822943,2026-08-02,2026-08-02T17:40:00Z,2026-08-02
823107,2026-08-02,2026-08-02T20:10:00Z,2026-08-02
823270,2026-08-02,2026-08-02T20:10:00Z,2026-08-02
823592,2026-08-02,2026-08-02T17:40:00Z,2026-08-02
823919,2026-08-02,2026-08-02T23:20:00Z,2026-08-02
823996,2026-08-02,2026-08-02T19:15:00Z,2026-08-02
824163,2026-08-02,2026-08-02T18:10:00Z,2026-08-02
824323,2026-08-02,2026-08-02T19:10:00Z,2026-08-02
824404,2026-08-02,2026-08-02T17:40:00Z,2026-08-02
824483,2026-08-02,2026-08-02T17:40:00Z,2026-08-02
824648,2026-08-02,2026-08-02T18:20:00Z,2026-08-02
824807,2026-08-02,2026-08-02T17:35:00Z,2026-08-02
824891,2026-08-02,2026-08-02T17:35:00Z,2026-08-02
824971,2026-08-02,2026-08-02T20:05:00Z,2026-08-02
