date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-28,822691,MIA,True,36,24,9,7,5,8,2,36,24,9,7,5,8,2,9,9
2026-08-28,822691,WSH,True,35,27,2,5,5,4,1,35,27,2,5,5,4,1,2,2
2026-08-28,822769,SEA,True,38,24,8,11,2,3,3,38,24,8,11,2,3,3,8,8
2026-08-28,822769,TOR,True,35,27,1,5,4,9,1,35,27,1,5,4,9,1,1,1
2026-08-28,822935,SD,True,40,24,9,11,2,6,2,40,24,9,11,2,6,2,4,4
2026-08-28,822935,TB,True,35,27,4,4,3,5,1,35,27,4,4,3,5,1,3,3
2026-08-28,823013,PIT,True,35,24,4,8,1,8,1,35,24,4,8,1,8,1,3,3
2026-08-28,823013,STL,True,34,27,1,6,2,11,0,34,27,1,6,2,11,0,1,1
2026-08-28,823178,AZ,True,39,27,6,5,4,11,2,39,27,6,5,4,11,2,5,5
2026-08-28,823178,SF,True,42,27,10,12,2,9,3,42,27,10,12,2,9,3,10,10
2026-08-28,823504,BOS,True,31,24,1,3,4,11,1,31,24,1,3,4,11,1,1,1
2026-08-28,823504,NYY,True,37,27,0,5,6,9,0,37,27,0,5,6,9,0,0,0
2026-08-28,823583,HOU,True,32,27,1,5,1,14,0,32,27,1,5,1,14,0,1,1
2026-08-28,823583,NYM,True,36,27,3,4,6,8,0,36,27,3,4,6,8,0,3,3
2026-08-28,823666,CWS,True,39,27,4,12,2,7,2,39,27,4,12,2,7,2,4,4
2026-08-28,823666,MIN,True,41,27,7,10,5,7,1,41,27,7,10,5,7,1,6,6
2026-08-28,823744,TEX,True,41,24,6,14,4,2,0,41,24,6,14,4,2,0,6,6
2026-08-28,823744,MIL,True,30,27,1,2,1,12,1,30,27,1,2,1,12,1,1,1
2026-08-28,823985,PHI,True,35,27,3,3,4,9,0,35,27,3,3,4,9,0,3,3
2026-08-28,823985,LAA,True,39,27,5,11,3,5,1,39,27,5,11,3,5,1,5,5
2026-08-28,824231,LAD,True,33,27,1,5,2,12,0,33,27,1,5,2,12,0,1,1
2026-08-28,824231,DET,True,44,27,2,9,9,9,0,44,27,2,9,9,9,0,2,2
2026-08-28,824396,KC,True,34,27,0,6,0,12,0,34,27,0,6,0,12,0,0,0
2026-08-28,824396,CLE,True,38,27,3,9,2,9,1,38,27,3,9,2,9,1,3,3
2026-08-28,824638,CIN,True,42,27,8,13,2,7,2,42,27,8,13,2,7,2,8,8
2026-08-28,824638,CHC,True,46,27,10,13,4,10,4,46,27,10,13,4,10,4,8,8
2026-08-28,824877,COL,True,39,24,6,14,1,6,1,39,24,6,14,1,6,1,6,6
2026-08-28,824877,ATL,True,41,27,4,12,3,5,0,41,27,4,12,3,5,0,4,4
2026-08-28,824960,BAL,True,40,30,3,9,1,7,1,40,30,3,9,1,7,1,2,2
2026-08-28,824960,ATH,True,42,30,4,6,6,12,0,42,30,4,6,6,12,0,2,2
