game_pk,official_date,game_dt,query_dates
822699,2026-08-07,2026-08-07T22:45:00Z,2026-08-07
822863,2026-08-07,2026-08-08T00:15:00Z,2026-08-07
823024,2026-08-07,2026-08-08T00:15:00Z,2026-08-07
823103,2026-08-07,2026-08-08T01:45:00Z,2026-08-07
823191,2026-08-07,2026-08-08T02:15:00Z,2026-08-07
823266,2026-08-07,2026-08-08T01:40:00Z,2026-08-07
823349,2026-08-07,2026-08-07T22:40:00Z,2026-08-07
823428,2026-08-07,2026-08-07T22:40:00Z,2026-08-07
823515,2026-08-07,2026-08-07T23:05:00Z,2026-08-07
823750,2026-08-07,2026-08-07T23:40:00Z,2026-08-07
823836,2026-08-07,2026-08-07T23:10:00Z,2026-08-07
824081,2026-08-07,2026-08-08T00:10:00Z,2026-08-07
824566,2026-08-07,2026-08-07T23:40:00Z,2026-08-07
824727,2026-08-07,2026-08-07T23:10:00Z,2026-08-07
825051,2026-08-07,2026-08-08T01:40:00Z,2026-08-07
