date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-22,822816,PIT,True,39,24,6,5,7,15,0,39,24,6,5,7,15,0,3,3
2026-05-22,822816,TOR,True,36,27,2,7,2,11,0,36,27,2,7,2,11,0,2,2
2026-05-22,823223,CWS,True,38,27,4,7,3,12,0,38,27,4,7,3,12,0,4,4
2026-05-22,823223,SF,True,42,27,9,5,5,9,0,42,27,9,5,5,9,0,8,8
2026-05-22,823298,ATH,True,34,24,7,7,3,5,3,34,24,7,7,3,5,3,7,7
2026-05-22,823298,SD,True,37,27,3,8,5,8,0,37,27,3,8,5,8,0,3,3
2026-05-22,823461,CLE,True,30,27,0,5,0,12,0,30,27,0,5,0,12,0,0,0
2026-05-22,823461,PHI,True,32,27,1,6,2,7,1,32,27,1,6,2,7,1,1,1
2026-05-22,823546,TB,True,38,27,2,11,2,4,1,38,27,2,11,2,4,1,2,2
2026-05-22,823546,NYY,True,38,27,4,8,4,7,0,38,27,4,8,4,7,0,3,3
2026-05-22,823788,LAD,True,34,24,5,9,3,4,1,34,24,5,9,3,4,1,5,5
2026-05-22,823788,MIL,True,37,27,1,3,6,9,0,37,27,1,3,6,9,0,0,0
2026-05-22,823863,NYM,True,30,24,2,5,2,5,0,30,24,2,5,2,5,0,2,2
2026-05-22,823863,MIA,True,29,27,1,3,1,10,1,29,27,1,3,1,10,1,1,1
2026-05-22,824029,TEX,True,41,24,9,13,4,3,4,41,24,9,13,4,3,4,9,9
2026-05-22,824029,LAA,True,39,27,6,11,3,6,2,39,27,6,11,3,6,2,6,6
2026-05-22,824110,SEA,True,33,27,0,4,2,10,0,33,27,0,4,2,10,0,0,0
2026-05-22,824110,KC,True,34,27,2,5,3,8,1,34,27,2,5,3,8,1,2,2
2026-05-22,824679,HOU,True,40,27,2,4,5,6,1,40,27,2,4,5,6,1,2,2
2026-05-22,824679,CHC,True,40,27,4,9,4,10,1,40,27,4,9,4,10,1,4,4
2026-05-22,824761,MIN,True,39,27,6,7,5,7,0,39,27,6,7,5,7,0,5,5
2026-05-22,824761,BOS,True,44,27,8,10,4,11,2,44,27,8,10,4,11,2,7,7
2026-05-22,824842,DET,True,41,24,7,14,3,10,2,41,24,7,14,3,10,2,4,4
2026-05-22,824842,BAL,True,35,27,4,7,0,12,1,35,27,4,7,0,12,1,4,4
2026-05-22,824922,WSH,True,45,32,5,11,3,8,0,45,32,5,11,3,8,0,3,3
2026-05-22,824922,ATL,True,45,33,4,10,2,8,2,45,33,4,10,2,8,2,3,3
2026-05-22,825082,COL,True,35,27,2,7,1,3,0,35,27,2,7,1,3,0,2,2
2026-05-22,825082,AZ,True,39,27,3,9,2,4,0,39,27,3,9,2,4,0,3,3
