game_pk,official_date,game_dt,query_dates
822984,2026-05-04,2026-05-04T22:40:00Z,2026-05-04
823064,2026-05-04,2026-05-04T23:45:00Z,2026-05-04
823143,2026-05-04,2026-05-05T01:40:00Z,2026-05-04
823228,2026-05-04,2026-05-05T01:45:00Z,2026-05-04
823552,2026-05-04,2026-05-04T23:05:00Z,2026-05-04
823874,2026-05-04,2026-05-04T22:40:00Z,2026-05-04
824039,2026-05-04,2026-05-05T01:38:00Z,2026-05-04
824120,2026-05-04,2026-05-04T23:40:00Z,2026-05-04
824201,2026-05-04,2026-05-05T00:10:00Z,2026-05-04
824283,2026-05-04,2026-05-04T22:10:00Z,2026-05-04
824363,2026-05-04,2026-05-04T21:40:00Z,2026-05-04
824684,2026-05-04,2026-05-04T23:10:00Z,2026-05-04
