game_pk,official_date,game_dt,query_dates
822691,2026-08-28,2026-08-28T22:45:00Z,2026-08-28
822769,2026-08-28,2026-08-28T23:15:00Z,2026-08-28
822935,2026-08-28,2026-08-28T23:10:00Z,2026-08-28
823013,2026-08-28,2026-08-29T00:15:00Z,2026-08-28
823178,2026-08-28,2026-08-29T02:15:00Z,2026-08-28
823504,2026-08-28,2026-08-28T23:15:00Z,2026-08-28
823583,2026-08-28,2026-08-28T23:10:00Z,2026-08-28
823666,2026-08-28,2026-08-29T00:10:00Z,2026-08-28
823744,2026-08-28,2026-08-28T23:40:00Z,2026-08-28
823985,2026-08-28,2026-08-29T01:38:00Z,2026-08-28
824231,2026-08-28,2026-08-28T22:40:00Z,2026-08-28
824396,2026-08-28,2026-08-28T23:10:00Z,2026-08-28
824638,2026-08-28,2026-08-28T18:20:00Z,2026-08-28
824877,2026-08-28,2026-08-28T23:15:00Z,2026-08-28
824960,2026-08-28,2026-08-29T01:40:00Z,2026-08-28
