game_pk,official_date,game_dt,query_dates
822813,2026-05-24,2026-05-24T16:15:00Z,2026-05-24
823220,2026-05-24,2026-05-24T20:05:00Z,2026-05-24
823297,2026-05-24,2026-05-24T20:10:00Z,2026-05-24
823459,2026-05-24,2026-05-24T17:35:00Z,2026-05-24
823544,2026-05-24,2026-05-24T17:35:00Z,2026-05-24
823786,2026-05-24,2026-05-24T18:10:00Z,2026-05-24
823861,2026-05-24,2026-05-24T17:40:00Z,2026-05-24
824028,2026-05-24,2026-05-24T23:20:00Z,2026-05-24
824108,2026-05-24,2026-05-24T18:10:00Z,2026-05-24
824676,2026-05-24,2026-05-24T18:20:00Z,2026-05-24
824759,2026-05-24,2026-05-24T17:35:00Z,2026-05-24
824839,2026-05-24,2026-05-24T16:35:00Z,2026-05-24
824840,2026-05-24,2026-05-24T22:05:00Z,2026-05-23|2026-05-24
824921,2026-05-24,2026-05-24T20:10:00Z,2026-05-24
825081,2026-05-24,2026-05-24T20:10:00Z,2026-05-24
