game_pk,official_date,game_dt,query_dates
822698,2026-08-12,2026-08-12T22:45:00Z,2026-08-12
822779,2026-08-12,2026-08-12T23:07:00Z,2026-08-12
823017,2026-08-12,2026-08-12T18:15:00Z,2026-08-12
823187,2026-08-12,2026-08-12T19:45:00Z,2026-08-12
823263,2026-08-12,2026-08-12T20:10:00Z,2026-08-12
823511,2026-08-12,2026-08-12T23:05:00Z,2026-08-12
823672,2026-08-12,2026-08-12T17:40:00Z,2026-08-12
823833,2026-08-12,2026-08-12T22:40:00Z,2026-08-12
823916,2026-08-12,2026-08-13T02:10:00Z,2026-08-12
823994,2026-08-12,2026-08-13T02:10:00Z,2026-08-12
824241,2026-08-12,2026-08-12T22:40:00Z,2026-08-12
824562,2026-08-12,2026-08-12T23:40:00Z,2026-08-12
824883,2026-08-12,2026-08-12T23:15:00Z,2026-08-12
824967,2026-08-12,2026-08-12T19:05:00Z,2026-08-12
825047,2026-08-12,2026-08-12T19:40:00Z,2026-08-12
