game_pk,official_date,game_dt,query_dates
822735,2026-05-20,2026-05-20T22:45:00Z,2026-05-20
822977,2026-05-20,2026-05-20T17:10:00Z,2026-05-20
823057,2026-05-20,2026-05-20T23:45:00Z,2026-05-20
823134,2026-05-20,2026-05-20T20:10:00Z,2026-05-20
823299,2026-05-20,2026-05-21T00:40:00Z,2026-05-20
823462,2026-05-20,2026-05-20T17:05:00Z,2026-05-20
823547,2026-05-20,2026-05-20T23:05:00Z,2026-05-20
823703,2026-05-20,2026-05-20T17:40:00Z,2026-05-20
823866,2026-05-20,2026-05-20T22:40:00Z,2026-05-20
824032,2026-05-20,2026-05-21T01:38:00Z,2026-05-20
824111,2026-05-20,2026-05-20T23:40:00Z,2026-05-20
824273,2026-05-20,2026-05-20T22:40:00Z,2026-05-20
824355,2026-05-20,2026-05-20T19:10:00Z,2026-05-20
824678,2026-05-20,2026-05-20T23:40:00Z,2026-05-20
825084,2026-05-20,2026-05-20T19:40:00Z,2026-05-20
