RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823462-594580,823462,2026-05-20,CIN,PHI,A,594580,Sam Moll,RELIEF_OR_BULK,0.0,15.0,3.0,3.0,15.0,15.0,3.0,3.0,True,False,14,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-621237,823462,2026-05-20,PHI,CIN,H,621237,José Alvarado,RELIEF_OR_BULK,1.0,20.0,5.0,2.0,20.0,20.0,5.0,5.0,False,False,17,5,3,2,2,2,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-641745,823462,2026-05-20,PHI,CIN,H,641745,Brad Keller,RELIEF_OR_BULK,1.0,13.0,4.0,3.0,13.0,13.0,4.0,4.0,False,False,15,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-641835,823462,2026-05-20,PHI,CIN,H,641835,Tim Mayza,RELIEF_OR_BULK,4.0,17.0,5.0,4.0,0.0,0.0,0.0,0.0,False,False,28,7,4,2,2,3,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-656271,823462,2026-05-20,CIN,PHI,A,656271,Brock Burke,RELIEF_OR_BULK,1.0,6.0,1.0,1.0,6.0,23.0,1.0,6.0,False,False,9,4,2,2,2,2,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-668933,823462,2026-05-20,CIN,PHI,A,668933,Graham Ashcraft,RELIEF_OR_BULK,1.0,21.0,8.0,5.0,21.0,21.0,8.0,8.0,False,False,10,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-683175,823462,2026-05-20,CIN,PHI,A,683175,Connor Phillips,RELIEF_OR_BULK,2.0,33.0,10.0,6.0,0.0,33.0,0.0,10.0,False,False,17,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
823462-689147,823462,2026-05-20,PHI,CIN,H,689147,Orion Kerkering,RELIEF_OR_BULK,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,False,False,23,5,2,1,1,2,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
822977-669330,822977,2026-05-20,BAL,TB,A,669330,Tyler Wells,RELIEF_OR_BULK,2.0,38.0,9.0,6.0,0.0,38.0,0.0,9.0,False,False,17,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
822977-669947,822977,2026-05-20,TB,BAL,H,669947,Jesse Scholtens,RELIEF_OR_BULK,4.0,68.0,21.0,15.0,0.0,0.0,0.0,0.0,False,False,60,19,12,2,2,6,1,4,2,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v42_sheet01_0520.csv,QA_VALIDATED_PBP_V42,RELIEF_OR_BULK,MLB,False
