game_pk,official_date,game_dt,query_dates
822787,2026-07-21,2026-07-21T23:07:00Z,2026-07-21
822871,2026-07-21,2026-07-22T00:05:00Z,2026-07-21
823114,2026-07-21,2026-07-22T01:40:00Z,2026-07-21
823437,2026-07-21,2026-07-21T22:40:00Z,2026-07-21
823760,2026-07-21,2026-07-21T23:40:00Z,2026-07-21
824005,2026-07-21,2026-07-22T01:38:00Z,2026-07-21
824085,2026-07-21,2026-07-21T23:40:00Z,2026-07-21
824165,2026-07-21,2026-07-22T00:10:00Z,2026-07-21
824329,2026-07-21,2026-07-22T00:40:00Z,2026-07-21
824409,2026-07-21,2026-07-21T22:40:00Z,2026-07-21
824652,2026-07-21,2026-07-22T00:05:00Z,2026-07-21
824895,2026-07-21,2026-07-21T23:15:00Z,2026-07-21
825056,2026-07-21,2026-07-22T01:40:00Z,2026-07-21
