game_pk,official_date,game_dt,query_dates
822781,2026-08-01,2026-08-01T19:07:00Z,2026-08-01
822944,2026-08-01,2026-08-01T20:10:00Z,2026-08-01
823109,2026-08-01,2026-08-01T20:10:00Z,2026-08-01
823269,2026-08-01,2026-08-02T00:40:00Z,2026-08-01
823594,2026-08-01,2026-08-01T20:10:00Z,2026-08-01
823920,2026-08-01,2026-08-02T01:10:00Z,2026-08-01
824000,2026-08-01,2026-08-02T01:38:00Z,2026-08-01
824162,2026-08-01,2026-08-01T23:10:00Z,2026-08-01
824326,2026-08-01,2026-08-02T00:10:00Z,2026-08-01
824405,2026-08-01,2026-08-01T23:15:00Z,2026-08-01
824485,2026-08-01,2026-08-01T22:40:00Z,2026-08-01
824649,2026-08-01,2026-08-01T23:15:00Z,2026-08-01
824808,2026-08-01,2026-08-01T23:05:00Z,2026-08-01
824890,2026-08-01,2026-08-01T23:15:00Z,2026-08-01
824972,2026-08-01,2026-08-02T01:40:00Z,2026-08-01
