pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
641793,77,1,0,35,1,132,Top,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,WSH,SF,H,Zack Littell,1,1,True,STARTER,77,23,12,8,8,11,1,4,2,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V9
657277,99,1,4,56,11,199,Bot,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,SF,WSH,A,Logan Webb,1,1,True,STARTER,99,27,18,4,3,7,2,6,1,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V9
657424,15,7,61,64,225,239,Bot,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,SF,WSH,A,Matt Gage,1,0,False,RELIEF_OR_BULK,15,4,3,1,1,1,0,1,1,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
663992,28,9,72,78,271,298,Top,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,WSH,SF,H,Richard Lovelady,1,0,False,RELIEF_OR_BULK,28,7,3,1,1,2,2,1,0,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
668873,18,8,68,71,253,270,Bot,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,SF,WSH,A,Caleb Kilian,1,0,False,RELIEF_OR_BULK,18,4,3,0,0,0,1,2,0,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
676571,13,8,65,67,240,252,Top,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,WSH,SF,H,PJ Poulin,1,0,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
687606,48,5,42,60,157,224,Top,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,WSH,SF,H,Paxton Schultz,1,0,False,RELIEF_OR_BULK,48,11,9,1,1,2,0,1,1,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
694918,10,9,79,81,299,308,Bot,822752,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-17T22:45:00Z,SF,WSH,A,Blade Tidwell,1,0,False,RELIEF_OR_BULK,10,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822752/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
594798,88,1,6,36,18,163,Bot,823152,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-18T01:40:00Z,TEX,SEA,A,Jacob deGrom,1,1,True,STARTER,88,17,12,0,0,4,2,3,0,https://statsapi.mlb.com/api/v1.1/game/823152/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V9
641302,7,6,51,52,228,234,Bot,823152,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-17.parquet,False,2026-04-17,2026-04-18T01:40:00Z,TEX,SEA,A,Tyler Alexander,1,0,False,RELIEF_OR_BULK,7,2,2,0,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823152/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V9
