date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-05,822866,SF,True,36,24,6,9,5,8,1,36,24,6,9,5,8,1,6,6
2026-08-05,822866,TEX,True,38,27,0,8,3,10,0,38,27,0,8,3,10,0,0,0
2026-08-05,823106,DET,True,31,24,4,7,2,3,2,31,24,4,7,2,3,2,4,4
2026-08-05,823106,SEA,True,34,27,2,4,1,9,1,34,27,2,4,1,9,1,2,2
2026-08-05,823429,WSH,True,42,33,4,5,6,5,1,42,33,4,5,6,5,1,3,3
2026-08-05,823429,PHI,True,53,33,10,10,8,11,1,53,33,10,10,8,11,1,8,8
2026-08-05,823516,STL,True,39,27,1,4,8,10,0,39,27,1,4,8,10,0,1,1
2026-08-05,823516,NYY,True,38,27,3,9,3,8,0,38,27,3,9,3,8,0,3,3
2026-08-05,823753,PIT,True,33,24,4,4,6,10,1,33,24,4,4,6,10,1,4,4
2026-08-05,823753,MIL,True,31,27,2,3,3,14,1,31,27,2,3,3,14,1,2,2
2026-08-05,824082,MIN,True,29,24,2,5,2,4,1,29,24,2,5,2,4,1,2,2
2026-08-05,824082,KC,True,31,27,1,3,1,10,0,31,27,1,3,1,10,0,1,1
2026-08-05,824158,TOR,True,40,30,4,10,2,9,1,40,30,4,10,2,9,1,3,3
2026-08-05,824158,HOU,True,38,30,5,5,2,13,2,38,30,5,5,2,13,2,4,4
2026-08-05,824322,TB,True,34,27,0,6,2,10,0,34,27,0,6,2,10,0,0,0
2026-08-05,824322,COL,True,35,27,4,5,3,5,1,35,27,4,5,3,5,1,4,4
2026-08-05,824402,NYM,True,49,30,5,11,5,13,0,49,30,5,11,5,13,0,3,3
2026-08-05,824402,CLE,True,41,30,6,8,2,16,3,41,30,6,8,2,16,3,3,3
2026-08-05,824482,ATH,True,30,24,3,6,1,11,1,30,24,3,6,1,11,1,3,3
2026-08-05,824482,CIN,True,33,27,2,4,2,7,1,33,27,2,4,2,7,1,2,2
2026-08-05,824646,LAD,True,41,24,7,15,0,6,2,41,24,7,15,0,6,2,7,7
2026-08-05,824646,CHC,True,42,27,6,14,0,11,3,42,27,6,14,0,11,3,6,6
2026-08-05,824728,CWS,True,33,24,4,7,4,8,1,33,24,4,7,4,8,1,3,3
2026-08-05,824728,BOS,True,34,27,0,4,3,14,0,34,27,0,4,3,14,0,0,0
2026-08-05,824806,LAA,True,32,24,5,6,2,12,3,32,24,5,6,2,12,3,5,5
2026-08-05,824806,BAL,True,31,27,2,4,0,11,1,31,27,2,4,0,11,1,2,2
2026-08-05,824889,MIA,True,36,24,4,10,2,12,0,36,24,4,10,2,12,0,4,4
2026-08-05,824889,ATL,True,33,27,1,3,2,6,0,33,27,1,3,2,6,0,1,1
2026-08-05,825052,SD,True,43,24,10,15,4,7,1,43,24,10,15,4,7,1,10,10
2026-08-05,825052,AZ,True,35,27,4,3,5,10,1,35,27,4,3,5,10,1,4,4
