game_pk,official_date,game_dt,query_dates
822726,2026-06-12,2026-06-12T22:45:00Z,2026-06-12
822803,2026-06-12,2026-06-12T23:37:00Z,2026-06-12
823211,2026-06-12,2026-06-13T02:15:00Z,2026-06-12
823370,2026-06-12,2026-06-12T22:40:00Z,2026-06-12
823617,2026-06-12,2026-06-12T23:15:00Z,2026-06-12
823695,2026-06-12,2026-06-13T00:10:00Z,2026-06-12
823778,2026-06-12,2026-06-12T23:40:00Z,2026-06-12
824020,2026-06-12,2026-06-13T01:38:00Z,2026-06-12
824102,2026-06-12,2026-06-13T00:10:00Z,2026-06-12
824425,2026-06-12,2026-06-12T23:10:00Z,2026-06-12
824507,2026-06-12,2026-06-12T23:15:00Z,2026-06-12
824588,2026-06-12,2026-06-12T23:40:00Z,2026-06-12
824752,2026-06-12,2026-06-12T23:10:00Z,2026-06-12
824826,2026-06-12,2026-06-12T23:05:00Z,2026-06-12
824997,2026-06-12,2026-06-13T02:05:00Z,2026-06-12
