game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822809,592332,95,1,95,both,True
822809,643511,7,1,7,both,True
822809,656546,23,1,23,both,True
822809,656848,23,1,23,both,True
822809,664126,10,1,10,both,True
822809,667463,11,1,11,both,True
822809,677053,14,1,14,both,True
822809,686973,16,1,16,both,True
822809,689254,13,1,13,both,True
822809,691587,73,1,73,both,True
822897,455119,17,1,17,both,True
822897,594798,97,1,97,both,True
822897,641302,18,1,18,both,True
822897,660853,23,1,23,both,True
822897,681347,91,1,91,both,True
822897,686560,24,1,24,both,True
822897,687911,12,1,12,both,True
823217,623149,12,1,12,both,True
823217,647336,83,1,83,both,True
823217,656464,9,1,9,both,True
823217,657044,11,1,11,both,True
823217,657424,7,1,7,both,True
823217,668873,19,1,19,both,True
823217,686790,86,1,86,both,True
823217,805299,7,1,7,both,True
823295,592094,12,1,12,both,True
823295,621111,58,1,58,both,True
823295,621237,20,1,20,both,True
823295,650911,100,1,100,both,True
823295,669093,11,1,11,both,True
823295,670970,13,1,13,both,True
823295,676760,14,1,14,both,True
823295,680742,18,1,18,both,True
823376,573204,17,1,17,both,True
823376,592791,75,1,75,both,True
823376,642701,22,1,22,both,True
823376,657097,17,1,17,both,True
823376,664208,22,1,22,both,True
823376,664875,34,1,34,both,True
823376,670990,15,1,15,both,True
823376,681799,15,1,15,both,True
823376,681895,17,1,17,both,True
823376,696149,91,1,91,both,True
823626,548384,24,1,24,both,True
823626,596133,15,1,15,both,True
823626,623211,19,1,19,both,True
823626,642207,34,1,34,both,True
823626,657571,16,1,16,both,True
823626,668964,9,1,9,both,True
823626,671096,101,1,101,both,True
823626,687209,29,1,29,both,True
823626,804636,76,1,76,both,True
823783,656730,13,1,13,both,True
823783,668941,15,1,15,both,True
823783,669160,87,1,87,both,True
823783,675660,27,1,27,both,True
823783,676879,30,1,30,both,True
823783,694477,61,1,61,both,True
823947,608372,83,1,83,both,True
823947,622608,26,1,26,both,True
823947,656945,17,1,17,both,True
823947,657514,16,1,16,both,True
823947,660271,99,1,99,both,True
823947,669165,15,1,15,both,True
823947,680604,10,1,10,both,True
823947,694361,8,1,8,both,True
824104,518585,17,1,17,both,True
824104,543037,79,1,79,both,True
824104,656638,9,1,9,both,True
824104,666808,11,1,11,both,True
824104,670167,7,1,7,both,True
824104,683232,29,1,29,both,True
824104,696131,34,1,34,both,True
824104,702070,94,1,94,both,True
824270,445276,9,1,9,both,True
824270,608718,40,1,40,both,True
824270,623454,35,1,35,both,True
824270,640448,16,1,16,both,True
824270,663554,58,1,58,both,True
824270,667755,105,1,105,both,True
824270,669724,6,1,6,both,True
824432,571945,60,1,60,both,True
824432,663992,12,1,12,both,True
824432,668909,94,1,94,both,True
824432,671922,23,1,23,both,True
824432,676571,13,1,13,both,True
824432,681402,10,1,10,both,True
824432,682120,14,1,14,both,True
824432,687377,19,1,19,both,True
824432,690925,11,1,11,both,True
824596,606115,14,1,14,both,True
824596,670950,4,1,4,both,True
824596,679358,29,1,29,both,True
824596,685126,29,1,29,both,True
824596,687570,93,1,93,both,True
824596,689818,61,1,61,both,True
824596,701519,33,1,33,both,True
824756,471911,46,1,46,both,True
824756,670245,34,1,34,both,True
824756,689266,21,1,21,both,True
824756,693821,59,1,59,both,True
824756,813349,97,1,97,both,True
824836,552640,17,1,17,both,True
824836,571927,62,1,62,both,True
824836,666974,15,1,15,both,True
824836,669169,64,1,64,both,True
824836,669211,11,1,11,both,True
824836,685801,10,1,10,both,True
824836,689296,10,1,10,both,True
824836,694346,100,1,100,both,True
825003,605488,84,1,84,both,True
825003,660761,18,1,18,both,True
825003,660825,17,1,17,both,True
825003,665622,36,1,36,both,True
825003,669270,22,1,22,both,True
825003,669302,91,1,91,both,True
825003,681867,26,1,26,both,True
