game_pk,official_date,game_dt,query_dates
822788,2026-07-20,2026-07-20T23:07:00Z,2026-07-20
822874,2026-07-20,2026-07-21T00:05:00Z,2026-07-20
823112,2026-07-20,2026-07-21T01:40:00Z,2026-07-20
823436,2026-07-20,2026-07-20T23:10:00Z,2026-07-20
823522,2026-07-20,2026-07-20T23:05:00Z,2026-07-20
823762,2026-07-20,2026-07-20T23:40:00Z,2026-07-20
824006,2026-07-20,2026-07-21T02:10:00Z,2026-07-20
824087,2026-07-20,2026-07-20T23:40:00Z,2026-07-20
824167,2026-07-20,2026-07-21T00:10:00Z,2026-07-20
824328,2026-07-20,2026-07-21T00:40:00Z,2026-07-20
824410,2026-07-20,2026-07-20T22:40:00Z,2026-07-20
824654,2026-07-20,2026-07-21T00:05:00Z,2026-07-20
824736,2026-07-20,2026-07-20T23:10:00Z,2026-07-20
824898,2026-07-20,2026-07-20T23:15:00Z,2026-07-20
825058,2026-07-20,2026-07-21T01:40:00Z,2026-07-20
