date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-05,822743,MIN,True,36,27,3,6,3,10,0,36,27,3,6,3,10,0,3,3
2026-05-05,822743,WSH,True,46,27,11,10,6,4,1,46,27,11,10,6,4,1,8,8
2026-05-05,822986,TOR,True,35,24,4,11,1,5,0,35,24,4,11,1,5,0,4,4
2026-05-05,822986,TB,True,37,27,3,8,3,7,1,37,27,3,8,3,7,1,3,3
2026-05-05,823142,ATL,True,33,27,2,3,3,16,1,33,27,2,3,3,16,1,2,2
2026-05-05,823142,SEA,True,34,27,3,6,2,9,1,34,27,3,6,2,9,1,3,3
2026-05-05,823227,SD,True,35,27,5,8,0,8,2,35,27,5,8,0,8,2,5,5
2026-05-05,823227,SF,True,43,27,10,14,2,5,1,43,27,10,14,2,5,1,10,10
2026-05-05,823469,ATH,True,41,24,9,14,3,6,3,41,24,9,14,3,6,3,9,9
2026-05-05,823469,PHI,True,36,27,1,4,4,12,0,36,27,1,4,4,12,0,1,1
2026-05-05,823553,TEX,True,36,24,7,9,3,7,3,36,24,7,9,3,7,3,7,7
2026-05-05,823553,NYY,True,43,27,4,10,5,8,0,43,27,4,10,5,8,0,4,4
2026-05-05,823873,BAL,True,41,27,7,9,5,10,2,41,27,7,9,5,10,2,6,6
2026-05-05,823873,MIA,True,43,27,9,10,5,10,0,43,27,9,10,5,10,0,9,9
2026-05-05,824040,CWS,True,31,24,4,7,2,5,3,31,24,4,7,2,5,3,4,4
2026-05-05,824040,LAA,True,41,27,3,8,4,9,1,41,27,3,8,4,9,1,3,3
2026-05-05,824119,CLE,True,33,24,5,8,2,10,2,33,24,5,8,2,10,2,5,5
2026-05-05,824119,KC,True,33,27,3,4,2,5,1,33,27,3,4,2,5,1,3,3
2026-05-05,824200,LAD,True,29,24,2,4,0,9,2,29,24,2,4,0,9,2,2,2
2026-05-05,824200,HOU,True,36,27,1,6,4,6,0,36,27,1,6,4,6,0,1,1
2026-05-05,824281,BOS,True,36,27,3,7,3,12,1,36,27,3,7,3,12,1,3,3
2026-05-05,824281,DET,True,43,27,10,12,2,11,3,43,27,10,12,2,11,3,7,7
2026-05-05,824682,CIN,True,42,27,3,8,7,7,1,42,27,3,8,7,7,1,2,2
2026-05-05,824682,CHC,True,39,30,2,6,2,9,2,39,30,2,6,2,9,2,2,2
2026-05-05,825092,PIT,True,41,24,9,9,7,4,0,41,24,9,9,7,4,0,9,9
2026-05-05,825092,AZ,True,32,27,0,2,3,9,0,32,27,0,2,3,9,0,0,0
