RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823850-641302,823850,2026-06-24,TEX,MIA,A,641302,Tyler Alexander,RELIEF_OR_BULK,1.0,15.0,3.0,3.0,15.0,15.0,3.0,3.0,False,False,13,3,3,0,0,0,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,STARTER,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,7,Bot,49,51
823850-656848,823850,2026-06-24,MIA,TEX,H,656848,Michael Petersen,RELIEF_OR_BULK,1.0,13.0,4.0,2.0,13.0,29.0,4.0,7.0,False,False,13,3,3,0,0,0,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,8,Top,52,54
823850-664126,823850,2026-06-24,MIA,TEX,H,664126,Pete Fairbanks,RELIEF_OR_BULK,0.0,17.0,6.0,3.0,17.0,17.0,6.0,6.0,True,False,10,4,3,1,1,1,0,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,9,Top,61,64
823850-667463,823850,2026-06-24,MIA,TEX,H,667463,John King,RELIEF_OR_BULK,2.0,10.0,5.0,4.0,0.0,10.0,0.0,5.0,False,False,17,4,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,5,Top,32,40
823850-668390,823850,2026-06-24,TEX,MIA,A,668390,Cole Winn,RELIEF_OR_BULK,3.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,15,5,2,2,2,2,1,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,8,Bot,55,59
823850-669622,823850,2026-06-24,MIA,TEX,H,669622,Anthony Bender,RELIEF_OR_BULK,1.0,7.0,2.0,1.0,7.0,7.0,2.0,2.0,False,False,15,5,4,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,6,Top,41,48
823850-695239,823850,2026-06-24,TEX,MIA,A,695239,Robby Ahlstrom,RELIEF_OR_BULK,1.0,8.0,3.0,3.0,8.0,20.0,3.0,6.0,False,False,4,1,1,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823850/feed/live,True,8,Bot,60,60
823613-573204,823613,2026-06-24,CHC,NYM,A,573204,Caleb Thielbar,RELIEF_OR_BULK,3.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,19,4,3,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823613/feed/live,True,7,Bot,56,59
823613-621053,823613,2026-06-24,CHC,NYM,A,621053,Tyler Ferguson,RELIEF_OR_BULK,12.0,26.0,7.0,4.0,0.0,0.0,0.0,0.0,False,False,26,6,6,0,0,0,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823613/feed/live,True,8,Bot,68,76
823613-669020,823613,2026-06-24,CHC,NYM,A,669020,Ryan Rolison,RELIEF_OR_BULK,0.0,12.0,3.0,3.0,12.0,12.0,3.0,3.0,True,False,18,4,3,0,0,1,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,QA_VALIDATED_CANONICAL_V77,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-24.parquet,https://statsapi.mlb.com/api/v1.1/game/823613/feed/live,True,6,Bot,49,52
