game_pk,official_date,game_dt,query_dates
822805,2026-06-09,2026-06-09T23:07:00Z,2026-06-09
822969,2026-06-09,2026-06-09T22:40:00Z,2026-06-09
823214,2026-06-09,2026-06-10T01:45:00Z,2026-06-09
823290,2026-06-09,2026-06-10T01:40:00Z,2026-06-09
823374,2026-06-09,2026-06-09T22:40:00Z,2026-06-09
823620,2026-06-09,2026-06-09T23:10:00Z,2026-06-09
823858,2026-06-09,2026-06-09T22:40:00Z,2026-06-09
824023,2026-06-09,2026-06-10T01:38:00Z,2026-06-09
824105,2026-06-09,2026-06-09T23:40:00Z,2026-06-09
824267,2026-06-09,2026-06-09T22:40:00Z,2026-06-09
824347,2026-06-09,2026-06-10T00:40:00Z,2026-06-09
824429,2026-06-09,2026-06-09T22:40:00Z,2026-06-09
824591,2026-06-09,2026-06-09T23:40:00Z,2026-06-09
824830,2026-06-09,2026-06-09T22:35:00Z,2026-06-09
824999,2026-06-09,2026-06-10T02:05:00Z,2026-06-09
