game_pk,official_date,game_dt,query_dates
822709,2026-07-10,2026-07-10T22:45:00Z,2026-07-10
822878,2026-07-10,2026-07-11T00:05:00Z,2026-07-10
822955,2026-07-10,2026-07-10T23:10:00Z,2026-07-10
823033,2026-07-10,2026-07-11T00:15:00Z,2026-07-10
823200,2026-07-10,2026-07-11T02:15:00Z,2026-07-10
823278,2026-07-10,2026-07-11T01:40:00Z,2026-07-10
823604,2026-07-10,2026-07-10T23:15:00Z,2026-07-10
823685,2026-07-10,2026-07-11T00:10:00Z,2026-07-10
823845,2026-07-10,2026-07-10T23:10:00Z,2026-07-10
823927,2026-07-10,2026-07-11T02:10:00Z,2026-07-10
824252,2026-07-10,2026-07-10T22:40:00Z,2026-07-10
824493,2026-07-10,2026-07-10T23:10:00Z,2026-07-10
824575,2026-07-10,2026-07-10T23:40:00Z,2026-07-10
824817,2026-07-10,2026-07-10T23:05:00Z,2026-07-10
