game_pk,official_date,game_dt,query_dates
822790,2026-07-18,2026-07-18T19:07:00Z,2026-07-18
823116,2026-07-18,2026-07-19T00:08:00Z,2026-07-18
823441,2026-07-18,2026-07-18T19:05:00Z,2026-07-18
823763,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
824008,2026-07-18,2026-07-19T02:07:00Z,2026-07-18
824088,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
824169,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
824331,2026-07-18,2026-07-18T19:10:00Z,2026-07-18
824412,2026-07-18,2026-07-18T23:10:00Z,2026-07-18
824414,2026-07-18,2026-07-18T17:10:00Z,2026-07-17|2026-07-18
824657,2026-07-18,2026-07-18T18:20:00Z,2026-07-18
824738,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
824899,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
824979,2026-07-18,2026-07-19T02:05:00Z,2026-07-18
825059,2026-07-18,2026-07-18T20:10:00Z,2026-07-18
