game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822734,518886,24,1,24,both,True
822734,548384,23,1,23,both,True
822734,596133,19,1,19,both,True
822734,623211,22,1,22,both,True
822734,663623,74,1,74,both,True
822734,668964,25,1,25,both,True
822734,676571,16,1,16,both,True
822734,678391,12,1,12,both,True
822734,680730,42,1,42,both,True
822734,681035,81,1,81,both,True
822734,681402,19,1,19,both,True
822734,681810,28,1,28,both,True
822734,687377,9,1,9,both,True
822734,687606,25,1,25,both,True
822980,552640,7,1,7,both,True
822980,608650,39,1,39,both,True
822980,642215,14,1,14,both,True
822980,663556,90,1,90,both,True
822980,669432,88,1,88,both,True
822980,671382,35,1,35,both,True
822980,685801,11,1,11,both,True
822980,686678,58,1,58,both,True
823137,660825,19,1,19,both,True
823137,662253,10,1,10,both,True
823137,663855,18,1,18,both,True
823137,670950,26,1,26,both,True
823137,678606,19,1,19,both,True
823137,685126,21,1,21,both,True
823137,693433,90,1,90,both,True
823137,702273,91,1,91,both,True
823301,592094,25,1,25,both,True
823301,650633,100,1,100,both,True
823301,669165,6,1,6,both,True
823301,695243,22,1,22,both,True
823301,808967,107,1,107,both,True
823465,621237,20,1,20,both,True
823465,622088,7,1,7,both,True
823465,641745,13,1,13,both,True
823465,656271,6,1,6,both,True
823465,661395,18,1,18,both,True
823465,666157,97,1,97,both,True
823465,668933,21,1,21,both,True
823465,689147,3,1,3,both,True
823465,691725,69,1,69,both,True
823549,518585,21,1,21,both,True
823549,571578,79,1,79,both,True
823549,621112,20,1,20,both,True
823549,656546,17,1,17,both,True
823549,670280,36,1,36,both,True
823549,671936,15,1,15,both,True
823549,677960,90,1,90,both,True
823549,680755,27,1,27,both,True
823549,684320,20,1,20,both,True
823705,573124,11,1,11,both,True
823705,623437,31,1,31,both,True
823705,672782,11,1,11,both,True
823705,679358,19,1,19,both,True
823705,680573,18,1,18,both,True
823705,681151,25,1,25,both,True
823705,696070,46,1,46,both,True
823705,702193,16,1,16,both,True
823705,805123,32,1,32,both,True
823705,837227,74,1,74,both,True
823867,607481,42,1,42,both,True
823867,622761,11,1,11,both,True
823867,641755,12,1,12,both,True
823867,667463,9,1,9,both,True
823867,669199,15,1,15,both,True
823867,676534,23,1,23,both,True
823867,676974,97,1,97,both,True
823867,702275,83,1,83,both,True
823867,800311,23,1,23,both,True
824035,666171,24,1,24,both,True
824035,669372,105,1,105,both,True
824035,681217,4,1,4,both,True
824035,696147,24,1,24,both,True
824035,700712,92,1,92,both,True
824114,543243,80,1,80,both,True
824114,547973,14,1,14,both,True
824114,607625,93,1,93,both,True
824114,656638,15,1,15,both,True
824114,670167,13,1,13,both,True
824114,674444,11,1,11,both,True
824114,676477,12,1,12,both,True
824114,686580,17,1,17,both,True
824277,646241,26,1,26,both,True
824277,657756,36,1,36,both,True
824277,664285,89,1,89,both,True
824277,670036,6,1,6,both,True
824277,676428,13,1,13,both,True
824277,677944,96,1,96,both,True
824277,688883,29,1,29,both,True
824357,500779,94,1,94,both,True
824357,596001,11,1,11,both,True
824357,656222,19,1,19,both,True
824357,657514,18,1,18,both,True
824357,668390,5,1,5,both,True
824357,669022,28,1,28,both,True
824357,675848,16,1,16,both,True
824357,677955,16,1,16,both,True
824357,680767,14,1,14,both,True
824357,682608,44,1,44,both,True
824357,686560,18,1,18,both,True
824680,621389,30,1,30,both,True
824680,675660,42,1,42,both,True
824680,681799,28,1,28,both,True
824680,684007,79,1,79,both,True
824680,687075,78,1,78,both,True
825087,592662,84,1,84,both,True
825087,621366,22,1,22,both,True
825087,642528,17,1,17,both,True
825087,657044,18,1,18,both,True
825087,664141,29,1,29,both,True
825087,668678,81,1,81,both,True
825087,805299,16,1,16,both,True
