date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-05,822715,PIT,True,40,27,5,10,5,4,2,40,27,5,10,5,4,2,5,5
2026-07-05,822715,WSH,True,45,27,11,13,6,10,2,45,27,11,13,6,10,2,10,10
2026-07-05,822879,DET,True,35,27,3,6,2,5,2,35,27,3,6,2,5,2,3,3
2026-07-05,822879,TEX,True,41,27,6,10,4,10,1,41,27,6,10,4,10,1,5,5
2026-07-05,823117,TOR,True,33,24,4,6,2,10,1,33,24,4,6,2,10,1,3,3
2026-07-05,823117,SEA,True,31,27,0,3,2,6,0,31,27,0,3,2,6,0,0,0
2026-07-05,823525,MIN,True,31,27,1,5,1,11,0,31,27,1,5,1,11,0,1,1
2026-07-05,823525,NYY,True,43,27,6,13,4,10,0,43,27,6,13,4,10,0,6,6
2026-07-05,823931,SD,True,36,27,2,4,6,10,0,36,27,2,4,6,10,0,2,2
2026-07-05,823931,LAD,True,41,27,5,8,6,9,1,41,27,5,8,6,9,1,5,5
2026-07-05,824010,BOS,True,38,27,5,9,1,13,1,38,27,5,9,1,13,1,5,5
2026-07-05,824010,LAA,True,41,27,7,10,3,11,2,41,27,7,10,3,11,2,4,4
2026-07-05,824091,PHI,True,34,24,5,8,2,8,0,34,24,5,8,2,8,0,5,5
2026-07-05,824091,KC,True,34,27,2,5,2,7,0,34,27,2,5,2,7,0,1,1
2026-07-05,824172,TB,True,31,24,2,6,1,12,2,31,24,2,6,1,12,2,2,2
2026-07-05,824172,HOU,True,33,27,0,4,2,9,0,33,27,0,4,2,9,0,0,0
2026-07-05,824333,SF,True,35,24,7,11,0,9,1,35,24,7,11,0,9,1,6,6
2026-07-05,824333,COL,True,42,27,6,10,4,12,4,42,27,6,10,4,12,4,5,5
2026-07-05,824413,CWS,True,41,27,6,12,3,9,2,41,27,6,12,3,9,2,5,5
2026-07-05,824413,CLE,True,42,27,7,9,6,4,3,42,27,7,9,6,4,3,7,7
2026-07-05,824497,BAL,True,30,24,3,5,1,5,1,30,24,3,5,1,5,1,3,3
2026-07-05,824497,CIN,True,38,27,2,7,4,7,0,38,27,2,7,4,7,0,2,2
2026-07-05,824656,STL,True,37,24,6,7,2,7,0,37,24,6,7,2,7,0,3,3
2026-07-05,824656,CHC,True,36,27,4,7,3,5,1,36,27,4,7,3,5,1,4,4
2026-07-05,824902,NYM,True,42,27,9,12,2,11,1,42,27,9,12,2,11,1,8,8
2026-07-05,824902,ATL,True,41,27,10,12,4,5,2,41,27,10,12,4,5,2,9,9
2026-07-05,824980,MIA,True,36,27,8,7,3,10,1,36,27,8,7,3,10,1,7,7
2026-07-05,824980,ATH,True,50,27,9,16,7,4,4,50,27,9,16,7,4,4,8,8
2026-07-05,825061,MIL,True,39,27,2,7,6,6,0,39,27,2,7,6,6,0,2,2
2026-07-05,825061,AZ,True,33,27,3,7,0,5,1,33,27,3,7,0,5,1,3,3
