game_pk,official_date,game_dt,query_dates
822739,2026-05-15,2026-05-15T22:45:00Z,2026-05-15
822983,2026-05-15,2026-05-15T23:10:00Z,2026-05-15
823061,2026-05-15,2026-05-16T00:15:00Z,2026-05-15
823140,2026-05-15,2026-05-16T01:40:00Z,2026-05-15
823384,2026-05-15,2026-05-15T22:40:00Z,2026-05-15
823629,2026-05-15,2026-05-15T23:15:00Z,2026-05-15
823707,2026-05-15,2026-05-15T23:10:00Z,2026-05-15
824037,2026-05-15,2026-05-16T01:38:00Z,2026-05-15
824194,2026-05-15,2026-05-16T00:10:00Z,2026-05-15
824280,2026-05-15,2026-05-15T22:45:00Z,2026-05-15
824360,2026-05-15,2026-05-16T00:40:00Z,2026-05-15
824439,2026-05-15,2026-05-15T23:10:00Z,2026-05-15
824601,2026-05-15,2026-05-15T23:40:00Z,2026-05-15
824925,2026-05-15,2026-05-15T23:15:00Z,2026-05-15
825009,2026-05-15,2026-05-16T01:40:00Z,2026-05-15
