game_pk,official_date,game_dt,query_dates
822746,2026-05-02,2026-05-02T20:05:00Z,2026-05-02
822988,2026-05-02,2026-05-02T22:10:00Z,2026-05-02
823067,2026-05-02,2026-05-02T23:15:00Z,2026-05-02
823144,2026-05-02,2026-05-03T01:40:00Z,2026-05-02
823308,2026-05-02,2026-05-03T00:40:00Z,2026-05-02
823388,2026-05-02,2026-05-02T20:05:00Z,2026-05-02
823554,2026-05-02,2026-05-02T17:35:00Z,2026-05-02
823715,2026-05-02,2026-05-02T18:10:00Z,2026-05-02
823876,2026-05-02,2026-05-02T20:10:00Z,2026-05-02
824042,2026-05-02,2026-05-03T01:38:00Z,2026-05-02
824284,2026-05-02,2026-05-02T23:15:00Z,2026-05-02
824365,2026-05-02,2026-05-03T00:10:00Z,2026-05-02
824685,2026-05-02,2026-05-02T18:20:00Z,2026-05-02
824771,2026-05-02,2026-05-02T20:10:00Z,2026-05-02
825014,2026-05-02,2026-05-02T20:05:00Z,2026-05-02
