date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-18,822859,WSH,True,37,24,5,11,4,8,1,37,24,5,11,4,8,1,5,5
2026-08-18,822859,TEX,True,35,27,0,7,1,9,0,35,27,0,7,1,9,0,0,0
2026-08-18,822938,TOR,True,39,27,5,13,0,3,0,39,27,5,13,0,3,0,5,5
2026-08-18,822938,TB,True,48,27,10,17,3,7,3,48,27,10,17,3,7,3,10,10
2026-08-18,823341,DET,True,31,24,4,6,1,5,1,31,24,4,6,1,5,1,4,4
2026-08-18,823341,PIT,True,32,27,1,5,0,6,1,32,27,1,5,0,6,1,1,1
2026-08-18,823423,MIA,True,38,24,6,10,4,8,0,38,24,6,10,4,8,0,6,6
2026-08-18,823423,PHI,True,36,27,4,5,5,9,1,36,27,4,5,5,9,1,2,2
2026-08-18,823586,SD,True,38,27,2,6,4,10,2,38,27,2,6,4,10,2,2,2
2026-08-18,823586,NYM,True,40,27,5,11,3,10,3,40,27,5,11,3,10,3,5,5
2026-08-18,823667,ATL,True,33,24,4,10,1,5,1,33,24,4,10,1,5,1,4,4
2026-08-18,823667,MIN,True,34,27,1,6,1,7,1,34,27,1,6,1,7,1,1,1
2026-08-18,823749,SEA,True,52,24,22,22,5,6,4,52,24,22,22,5,6,4,18,18
2026-08-18,823749,MIL,True,35,27,0,5,4,10,0,35,27,0,5,4,10,0,0,0
2026-08-18,824075,ATH,True,38,26,4,9,5,6,0,38,26,4,9,5,6,0,3,3
2026-08-18,824075,KC,True,36,27,3,5,5,3,0,36,27,3,5,5,3,0,3,3
2026-08-18,824154,LAA,True,33,27,1,3,3,10,1,33,27,1,3,3,10,1,1,1
2026-08-18,824154,HOU,True,35,27,3,8,1,8,1,35,27,3,8,1,8,1,3,3
2026-08-18,824319,LAD,True,40,27,6,10,3,11,1,40,27,6,10,3,11,1,6,6
2026-08-18,824319,COL,True,41,27,7,10,3,5,1,41,27,7,10,3,5,1,7,7
2026-08-18,824398,SF,True,39,24,8,12,3,8,1,39,24,8,12,3,8,1,6,6
2026-08-18,824398,CLE,True,34,27,1,7,2,12,1,34,27,1,7,2,12,1,1,1
2026-08-18,824475,STL,True,31,27,0,3,1,9,0,31,27,0,3,1,9,0,0,0
2026-08-18,824475,CIN,True,37,27,3,7,2,8,1,37,27,3,7,2,8,1,3,3
2026-08-18,824639,CWS,True,39,26,4,8,5,9,2,39,26,4,8,5,9,2,4,4
2026-08-18,824639,CHC,True,38,27,3,10,3,7,1,38,27,3,10,3,7,1,3,3
2026-08-18,824723,AZ,True,43,24,9,13,6,3,2,43,24,9,13,6,3,2,9,9
2026-08-18,824723,BOS,True,35,27,4,7,3,6,1,35,27,4,7,3,6,1,4,4
2026-08-18,824803,NYY,True,36,27,1,4,4,9,1,36,27,1,4,4,9,1,1,1
2026-08-18,824803,BAL,True,36,27,3,5,3,14,1,36,27,3,5,3,14,1,3,3
