pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
571945,92,3,16,64,83,265,Top,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,WSH,MIA,H,Miles Mikolas,1,0,False,RELIEF_OR_BULK,92,25,18,6,6,6,2,4,3,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
656848,11,7,54,60,235,254,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,Michael Petersen,1,0,False,RELIEF_OR_BULK,11,4,3,0,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
663992,41,1,0,11,1,61,Top,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,WSH,MIA,H,Richard Lovelady,1,1,True,STARTER,41,9,6,0,0,0,3,2,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V55
667463,26,3,21,36,103,172,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,John King,1,0,False,RELIEF_OR_BULK,26,5,5,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
669199,49,1,3,20,9,102,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,Lake Bachar,1,1,True,STARTER,49,9,8,0,0,0,1,3,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V55
669622,6,8,61,62,255,260,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,Anthony Bender,1,0,False,RELIEF_OR_BULK,6,2,2,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
676534,12,9,70,73,281,292,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,Calvin Faucher,1,0,False,RELIEF_OR_BULK,12,4,3,0,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
680730,15,9,65,69,266,280,Top,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,WSH,MIA,H,Mitchell Parker,1,0,False,RELIEF_OR_BULK,15,5,3,1,1,2,0,0,1,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
687473,40,5,37,53,173,234,Bot,822728,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:45:00Z,MIA,WSH,A,Ryan Gusto,1,0,False,RELIEF_OR_BULK,40,11,6,3,3,5,0,3,0,https://statsapi.mlb.com/api/v1.1/game/822728/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
571927,53,1,0,13,1,66,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Steven Matz,1,1,True,STARTER,53,11,5,5,5,6,0,2,2,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V55
592155,27,4,28,39,125,174,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Cam Booser,1,0,False,RELIEF_OR_BULK,27,7,6,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
641329,13,8,61,63,248,260,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Bryan Baker,1,0,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
646241,35,6,52,73,224,292,Bot,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,DET,TB,A,Enmanuel De Jesus,1,0,False,RELIEF_OR_BULK,35,11,12,0,0,0,0,4,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
656427,94,1,5,51,21,223,Bot,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,DET,TB,A,Jack Flaherty,1,1,True,STARTER,94,22,15,0,0,5,2,6,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V55
668984,19,2,14,22,67,98,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Casey Legumina,1,0,False,RELIEF_OR_BULK,19,5,4,0,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
693855,40,6,44,57,190,239,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Ian Seymour,1,0,False,RELIEF_OR_BULK,40,11,6,3,3,2,3,1,1,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V55
810938,11,9,67,70,269,279,Top,822971,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-02.parquet,False,2026-06-02,2026-06-02T22:40:00Z,TB,DET,H,Ben Williamson,1,0,False,RELIEF_OR_BULK,11,4,3,0,0,0,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822971/feed/live,both,True,True,2B,Second Base,POSITION_PLAYER_PITCHING,True,EXCLUIR_POSITION_PLAYER_PITCHING
