game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822694,623474,19,1,19,both,True
822694,663623,94,1,94,both,True
822694,675848,21,1,21,both,True
822694,676680,19,1,19,both,True
822694,680899,20,1,20,both,True
822694,687312,95,1,95,both,True
822694,687377,24,1,24,both,True
822694,690925,16,1,16,both,True
822694,693308,18,1,18,both,True
822771,543238,12,1,12,both,True
822771,547179,42,1,42,both,True
822771,621016,9,1,9,both,True
822771,656638,15,1,15,both,True
822771,664702,9,1,9,both,True
822771,680573,39,1,39,both,True
822771,680755,23,1,23,both,True
822771,681293,79,1,79,both,True
822771,702070,81,1,81,both,True
823014,657571,18,1,18,both,True
823014,666277,20,1,20,both,True
823014,669432,86,1,86,both,True
823014,676617,11,1,11,both,True
823014,676742,37,1,37,both,True
823014,677865,41,1,41,both,True
823014,689296,21,1,21,both,True
823014,700669,38,1,38,both,True
823014,703725,18,1,18,both,True
823179,642528,9,1,9,both,True
823179,656464,25,1,25,both,True
823179,664199,18,1,18,both,True
823179,676254,19,1,19,both,True
823179,686228,3,1,3,both,True
823179,693313,19,1,19,both,True
823179,694738,95,1,95,both,True
823179,703615,70,1,70,both,True
823179,805345,23,1,23,both,True
823503,543037,79,1,79,both,True
823503,595345,12,1,12,both,True
823503,623352,8,1,8,both,True
823503,623437,34,1,34,both,True
823503,660787,14,1,14,both,True
823503,669713,91,1,91,both,True
823503,805123,32,1,32,both,True
823581,622608,27,1,27,both,True
823581,640455,95,1,95,both,True
823581,669084,12,1,12,both,True
823581,675540,46,1,46,both,True
823581,681810,26,1,26,both,True
823581,694477,9,1,9,both,True
823581,694819,89,1,89,both,True
824879,519242,109,1,109,both,True
824879,676263,4,1,4,both,True
824879,683618,13,1,13,both,True
824879,808967,105,1,105,both,True
