date,game_pk,team,pitcher_id,pitcher_name,gamesPitched,gamesStarted,numberOfPitches,bf,ip,special_case
2026-08-02,824807,PHI,689147,Orion Kerkering,0,0,0,0,0.0,LISTED_NONAPPEARANCE
