game_pk,official_date,game_dt,query_dates
822946,2026-07-30,2026-07-30T16:10:00Z,2026-07-30
823023,2026-07-30,2026-07-30T18:15:00Z,2026-07-30
823271,2026-07-30,2026-07-31T01:40:00Z,2026-07-30
823595,2026-07-30,2026-07-30T23:10:00Z,2026-07-30
823674,2026-07-30,2026-07-30T17:40:00Z,2026-07-30
823921,2026-07-30,2026-07-31T02:10:00Z,2026-07-30
824488,2026-07-30,2026-07-30T23:10:00Z,2026-07-30
824568,2026-07-30,2026-07-30T18:10:00Z,2026-07-30
824894,2026-07-30,2026-07-30T23:15:00Z,2026-07-30
824974,2026-07-30,2026-07-31T01:40:00Z,2026-07-30
