date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-25,822704,AZ,True,39,24,5,9,7,6,1,39,24,5,9,7,6,1,5,5
2026-07-25,822704,WSH,True,33,27,3,6,1,2,0,33,27,3,6,1,2,0,3,3
2026-07-25,822869,SEA,True,38,24,7,12,4,7,0,38,24,7,12,4,7,0,7,7
2026-07-25,822869,TEX,True,32,27,1,5,1,9,0,32,27,1,5,1,9,0,1,1
2026-07-25,822948,CLE,True,34,24,3,9,2,9,0,34,24,3,9,2,9,0,3,3
2026-07-25,822948,TB,True,32,27,0,5,1,8,0,32,27,0,5,1,8,0,0,0
2026-07-25,823027,CIN,True,36,24,7,10,2,6,0,36,24,7,10,2,6,0,6,6
2026-07-25,823027,STL,True,33,27,0,3,3,12,0,33,27,0,3,3,12,0,0,0
2026-07-25,823197,LAA,True,39,24,9,11,2,8,2,39,24,9,11,2,8,2,9,9
2026-07-25,823197,SF,True,40,27,2,9,5,6,0,40,27,2,9,5,6,0,2,2
2026-07-25,823355,CHC,True,34,27,0,5,1,7,0,34,27,0,5,1,7,0,0,0
2026-07-25,823355,PIT,True,49,27,11,16,4,16,1,49,27,11,16,4,16,1,11,11
2026-07-25,823435,NYY,True,36,27,1,7,2,7,0,36,27,1,7,2,7,0,1,1
2026-07-25,823435,PHI,True,35,27,3,7,1,11,2,35,27,3,7,1,11,2,3,3
2026-07-25,823600,LAD,True,40,27,3,6,6,11,0,40,27,3,6,6,11,0,3,3
2026-07-25,823600,NYM,True,37,27,4,8,2,9,1,37,27,4,8,2,9,1,2,2
2026-07-25,823679,ATH,True,32,24,2,6,2,8,0,32,24,2,6,2,8,0,2,2
2026-07-25,823679,MIN,True,34,27,0,3,3,10,0,34,27,0,3,3,10,0,0,0
2026-07-25,823758,COL,True,38,24,8,13,3,9,1,38,24,8,13,3,9,1,7,7
2026-07-25,823758,MIL,True,39,27,5,7,4,7,0,39,27,5,7,4,7,0,2,2
2026-07-25,823841,SD,True,33,27,2,5,3,5,0,33,27,2,5,3,5,0,2,2
2026-07-25,823841,MIA,True,39,27,7,11,4,3,0,39,27,7,11,4,3,0,7,7
2026-07-25,824244,KC,True,36,27,2,8,2,5,1,36,27,2,8,2,5,1,2,2
2026-07-25,824244,DET,True,35,27,3,7,0,5,2,35,27,3,7,0,5,2,3,3
2026-07-25,824571,HOU,True,33,27,1,5,1,10,0,33,27,1,5,1,10,0,0,0
2026-07-25,824571,CWS,True,36,27,4,6,2,12,0,36,27,4,6,2,12,0,3,3
2026-07-25,824734,TOR,True,30,27,0,1,3,12,0,30,27,0,1,3,12,0,0,0
2026-07-25,824734,BOS,True,40,27,6,15,1,9,1,40,27,6,15,1,9,1,6,6
2026-07-25,824811,ATL,True,37,26,3,7,4,14,1,37,26,3,7,4,14,1,2,2
2026-07-25,824811,BAL,True,35,27,2,6,2,9,1,35,27,2,6,2,9,1,2,2
