date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-04,822716,PIT,True,35,27,1,6,5,11,1,35,27,1,6,5,11,1,1,1
2026-07-04,822716,WSH,True,40,27,7,11,3,9,0,40,27,7,11,3,9,0,7,7
2026-07-04,822882,DET,True,32,27,0,3,1,5,0,32,27,0,3,1,5,0,0,0
2026-07-04,822882,TEX,True,36,27,3,6,1,6,1,36,27,3,6,1,6,1,2,2
2026-07-04,823118,TOR,True,39,24,11,11,3,9,3,39,24,11,11,3,9,3,11,11
2026-07-04,823118,SEA,True,28,27,0,1,0,8,0,28,27,0,1,0,8,0,0,0
2026-07-04,823526,MIN,True,40,27,4,7,6,9,2,40,27,4,7,6,9,2,4,4
2026-07-04,823526,NYY,True,45,27,11,11,5,10,6,45,27,11,11,5,10,6,7,7
2026-07-04,823932,SD,True,31,24,3,5,3,7,1,31,24,3,5,3,7,1,3,3
2026-07-04,823932,LAD,True,32,27,0,4,2,13,0,32,27,0,4,2,13,0,0,0
2026-07-04,824012,BOS,True,31,27,1,4,3,9,1,31,27,1,4,3,9,1,1,1
2026-07-04,824012,LAA,True,43,27,8,7,6,6,2,43,27,8,7,6,6,2,8,8
2026-07-04,824092,PHI,True,33,27,1,5,0,15,0,33,27,1,5,0,15,0,1,1
2026-07-04,824092,KC,True,41,27,6,12,3,8,3,41,27,6,12,3,8,3,6,6
2026-07-04,824171,TB,True,38,24,10,11,3,4,3,38,24,10,11,3,4,3,10,10
2026-07-04,824171,HOU,True,44,27,8,9,8,10,3,44,27,8,9,8,10,3,7,7
2026-07-04,824334,SF,True,36,27,4,7,4,7,1,36,27,4,7,4,7,1,4,4
2026-07-04,824334,COL,True,45,27,6,14,3,8,1,45,27,6,14,3,8,1,6,6
2026-07-04,824415,CWS,True,34,27,1,7,1,14,1,34,27,1,7,1,14,1,1,1
2026-07-04,824415,CLE,True,40,27,3,9,4,7,1,40,27,3,9,4,7,1,3,3
2026-07-04,824499,BAL,True,41,27,5,11,6,6,0,41,27,5,11,6,6,0,5,5
2026-07-04,824499,CIN,True,43,27,8,10,7,9,1,43,27,8,10,7,9,1,8,8
2026-07-04,824658,STL,True,35,27,0,5,4,12,0,35,27,0,5,4,12,0,0,0
2026-07-04,824658,CHC,True,37,27,3,8,4,13,1,37,27,3,8,4,13,1,3,3
2026-07-04,824903,NYM,True,44,24,14,12,4,5,5,44,24,14,12,4,5,5,11,11
2026-07-04,824903,ATL,True,41,27,3,10,3,10,2,41,27,3,10,3,10,2,3,3
2026-07-04,824983,MIA,True,36,27,2,7,1,9,0,36,27,2,7,1,9,0,1,1
2026-07-04,824983,ATH,True,44,27,7,13,6,7,3,44,27,7,13,6,7,3,7,7
2026-07-04,825063,MIL,True,30,24,4,4,2,9,1,30,24,4,4,2,9,1,4,4
2026-07-04,825063,AZ,True,40,27,3,12,2,10,2,40,27,3,12,2,10,2,3,3
