game_pk,official_date,game_dt,query_dates
822695,2026-08-24,2026-08-24T22:45:00Z,2026-08-24
823097,2026-08-24,2026-08-25T01:40:00Z,2026-08-24
823183,2026-08-24,2026-08-25T01:45:00Z,2026-08-24
823260,2026-08-24,2026-08-25T01:40:00Z,2026-08-24
823828,2026-08-24,2026-08-24T22:40:00Z,2026-08-24
823992,2026-08-24,2026-08-25T01:38:00Z,2026-08-24
824235,2026-08-24,2026-08-24T22:40:00Z,2026-08-24
824557,2026-08-24,2026-08-24T23:40:00Z,2026-08-24
824964,2026-08-24,2026-08-25T01:40:00Z,2026-08-24
825041,2026-08-24,2026-08-25T01:40:00Z,2026-08-24
