game_pk,official_date,game_dt,query_dates
822731,2026-05-30,2026-05-30T20:05:00Z,2026-05-30
822893,2026-05-30,2026-05-30T20:05:00Z,2026-05-30
822975,2026-05-30,2026-05-30T20:10:00Z,2026-05-30
823054,2026-05-30,2026-05-30T23:15:00Z,2026-05-30
823132,2026-05-30,2026-05-31T02:10:00Z,2026-05-30
823375,2026-05-30,2026-05-30T20:05:00Z,2026-05-30
823622,2026-05-30,2026-05-30T20:10:00Z,2026-05-30
823945,2026-05-30,2026-05-31T02:10:00Z,2026-05-30
824190,2026-05-30,2026-05-30T20:10:00Z,2026-05-30
824352,2026-05-30,2026-05-31T01:10:00Z,2026-05-30
824431,2026-05-30,2026-05-30T20:10:00Z,2026-05-30
824513,2026-05-30,2026-05-30T23:15:00Z,2026-05-30
824593,2026-05-30,2026-05-30T18:10:00Z,2026-05-30
824833,2026-05-30,2026-05-30T20:05:00Z,2026-05-30
825000,2026-05-30,2026-05-31T02:05:00Z,2026-05-30
