date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-31,822782,STL,True,35,24,3,9,4,4,0,35,24,3,9,4,4,0,3,3
2026-07-31,822782,TOR,True,35,27,1,5,3,11,0,35,27,1,5,3,11,0,1,1
2026-07-31,822945,CWS,True,34,27,1,5,2,9,1,34,27,1,5,2,9,1,1,1
2026-07-31,822945,TB,True,37,27,6,8,2,2,4,37,27,6,8,2,2,4,6,6
2026-07-31,823111,MIN,True,36,27,3,4,4,14,1,36,27,3,4,4,14,1,3,3
2026-07-31,823111,SEA,True,35,27,5,7,2,8,3,35,27,5,7,2,8,3,5,5
2026-07-31,823272,SF,True,39,24,7,12,5,6,1,39,24,7,12,5,6,1,7,7
2026-07-31,823272,SD,True,30,27,0,2,1,6,0,30,27,0,2,1,6,0,0,0
2026-07-31,823593,MIA,True,36,27,2,7,2,12,1,36,27,2,7,2,12,1,1,1
2026-07-31,823593,NYM,True,35,27,5,8,2,6,1,35,27,5,8,2,6,1,5,5
2026-07-31,823922,BOS,True,38,27,4,10,3,5,1,38,27,4,10,3,5,1,4,4
2026-07-31,823922,LAD,True,46,27,9,12,5,9,1,46,27,9,12,5,9,1,7,7
2026-07-31,823999,MIL,True,32,27,2,4,1,10,1,32,27,2,4,1,10,1,2,2
2026-07-31,823999,LAA,True,44,27,6,9,8,8,2,44,27,6,9,8,8,2,6,6
2026-07-31,824164,TEX,True,47,24,11,18,5,8,3,47,24,11,18,5,8,3,11,11
2026-07-31,824164,HOU,True,35,27,2,8,2,7,1,35,27,2,8,2,7,1,2,2
2026-07-31,824325,KC,True,31,24,3,5,0,8,0,31,24,3,5,0,8,0,1,1
2026-07-31,824325,COL,True,33,27,1,6,1,4,1,33,27,1,6,1,4,1,1,1
2026-07-31,824407,AZ,True,34,27,1,3,5,5,0,34,27,1,3,5,5,0,1,1
2026-07-31,824407,CLE,True,35,27,4,6,2,4,0,35,27,4,6,2,4,0,3,3
2026-07-31,824486,PIT,True,42,24,8,12,7,12,2,42,24,8,12,7,12,2,7,7
2026-07-31,824486,CIN,True,43,27,7,12,3,8,1,43,27,7,12,3,8,1,7,7
2026-07-31,824651,NYY,True,31,27,0,5,0,10,0,31,27,0,5,0,10,0,0,0
2026-07-31,824651,CHC,True,32,27,2,4,3,8,2,32,27,2,4,3,8,2,2,2
2026-07-31,824809,PHI,True,35,24,6,6,6,9,1,35,24,6,6,6,9,1,6,6
2026-07-31,824809,BAL,True,36,27,4,6,3,7,2,36,27,4,6,3,7,2,4,4
2026-07-31,824892,WSH,True,38,24,6,12,3,7,2,38,24,6,12,3,7,2,6,6
2026-07-31,824892,ATL,True,40,27,2,9,4,7,2,40,27,2,9,4,7,2,2,2
2026-07-31,824975,DET,True,33,27,1,3,3,7,0,33,27,1,3,3,7,0,1,1
2026-07-31,824975,ATH,True,48,27,13,14,7,7,3,48,27,13,14,7,7,3,12,12
