date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-04-20,822749,ATL,True,34,27,4,3,2,9,1,34,27,4,3,2,9,1,3,3
2026-04-20,822749,WSH,True,40,27,9,7,3,6,1,40,27,9,7,3,6,1,6,5
2026-04-20,822994,CIN,True,37,27,1,6,5,5,0,37,27,1,6,5,5,0,1,1
2026-04-20,822994,TB,True,38,27,6,10,0,8,1,38,27,6,10,0,8,1,6,6
2026-04-20,823149,ATH,True,38,27,4,10,1,9,2,38,27,4,10,1,9,2,4,4
2026-04-20,823149,SEA,True,40,27,6,13,2,4,3,40,27,6,13,2,4,3,6,6
2026-04-20,823879,STL,True,34,24,5,6,6,4,1,34,24,5,6,6,4,1,5,5
2026-04-20,823879,MIA,True,36,27,3,5,2,13,0,36,27,3,5,2,13,0,3,3
2026-04-20,824046,TOR,True,36,27,2,6,3,18,0,36,27,2,6,3,18,0,2,2
2026-04-20,824046,LAA,True,38,27,5,8,3,6,1,38,27,5,8,3,6,1,5,5
2026-04-20,824125,BAL,True,54,36,5,14,6,13,1,54,36,5,14,6,13,1,3,3
2026-04-20,824125,KC,True,47,36,7,6,8,14,1,47,36,7,6,8,14,1,5,5
2026-04-20,824370,LAD,True,39,27,3,11,1,5,1,39,27,3,11,1,5,1,3,3
2026-04-20,824370,COL,True,47,27,12,15,4,7,5,47,27,12,15,4,7,5,10,10
2026-04-20,824450,HOU,True,41,27,2,8,6,6,0,41,27,2,8,6,6,0,2,2
2026-04-20,824450,CLE,True,43,27,9,13,3,4,3,43,27,9,13,3,4,3,8,8
2026-04-20,824692,PHI,True,36,24,5,8,5,10,1,36,24,5,8,5,10,1,5,5
2026-04-20,824692,CHC,True,38,27,1,6,5,5,0,38,27,1,6,5,5,0,1,1
2026-04-20,824776,DET,True,44,24,8,12,8,7,0,44,24,8,12,8,7,0,6,6
2026-04-20,824776,BOS,True,41,27,6,10,4,7,0,41,27,6,10,4,7,0,6,6
