game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822744,663623,98,1,98,both,True
822744,668834,15,1,15,both,True
822744,672335,27,1,27,both,True
822744,676879,45,1,45,both,True
822744,687606,17,1,17,both,True
822744,694819,85,1,85,both,True
822744,701552,40,1,40,both,True
822990,592662,102,1,102,both,True
822990,641329,12,1,12,both,True
822990,642121,10,1,10,both,True
822990,663556,73,1,73,both,True
822990,664141,21,1,21,both,True
822990,693855,14,1,14,both,True
823066,666277,25,1,25,both,True
823066,669165,12,1,12,both,True
823066,669461,96,1,96,both,True
823066,676263,21,1,21,both,True
823066,683618,24,1,24,both,True
823066,686218,97,1,97,both,True
823066,694335,16,1,16,both,True
823066,700669,17,1,17,both,True
823146,621381,14,1,14,both,True
823146,663738,25,1,25,both,True
823146,666142,95,1,95,both,True
823146,668674,12,1,12,both,True
823146,677961,20,1,20,both,True
823146,678606,15,1,15,both,True
823146,683232,15,1,15,both,True
823146,693433,84,1,84,both,True
823146,695380,15,1,15,both,True
823309,593974,34,1,34,both,True
823309,608566,95,1,95,both,True
823309,663855,12,1,12,both,True
823309,674370,31,1,31,both,True
823309,676760,41,1,41,both,True
823309,699823,9,1,9,both,True
823309,702273,87,1,87,both,True
823389,572955,29,1,29,both,True
823389,594580,10,1,10,both,True
823389,624431,11,1,11,both,True
823389,656605,104,1,104,both,True
823389,663903,56,1,56,both,True
823389,664875,13,1,13,both,True
823389,681895,15,1,15,both,True
823389,682825,27,1,27,both,True
823389,687209,42,1,42,both,True
823557,518585,6,1,6,both,True
823557,544150,65,1,65,both,True
823557,656234,19,1,19,both,True
823557,666808,11,1,11,both,True
823557,669330,25,1,25,both,True
823557,700249,77,1,77,both,True
823557,701542,94,1,94,both,True
823713,472610,9,1,9,both,True
823713,571578,79,1,79,both,True
823713,573124,8,1,8,both,True
823713,643511,9,1,9,both,True
823713,656546,16,1,16,both,True
823713,679358,33,1,33,both,True
823713,680573,88,1,88,both,True
823713,680755,9,1,9,both,True
823713,686973,27,1,27,both,True
823877,554430,94,1,94,both,True
823877,621237,10,1,10,both,True
823877,641745,26,1,26,both,True
823877,669199,28,1,28,both,True
823877,680742,31,1,31,both,True
823877,689147,13,1,13,both,True
823877,691587,96,1,96,both,True
823877,806188,50,1,50,both,True
824041,548384,8,1,8,both,True
824041,596133,17,1,17,both,True
824041,608718,17,1,17,both,True
824041,623211,11,1,11,both,True
824041,642207,14,1,14,both,True
824041,680704,23,1,23,both,True
824041,681035,74,1,74,both,True
824041,681217,6,1,6,both,True
824041,700712,68,1,68,both,True
824041,820862,21,1,21,both,True
824287,572143,32,1,32,both,True
824287,596001,9,1,9,both,True
824287,641302,14,1,14,both,True
824287,646241,17,1,17,both,True
824287,656222,22,1,22,both,True
824287,656427,91,1,91,both,True
824287,656641,15,1,15,both,True
824287,668390,25,1,25,both,True
824287,669022,94,1,94,both,True
824287,669724,13,1,13,both,True
824287,676428,13,1,13,both,True
824366,500779,85,1,85,both,True
824366,656550,87,1,87,both,True
824366,663158,17,1,17,both,True
824366,675848,20,1,20,both,True
824366,677955,19,1,19,both,True
824366,683627,26,1,26,both,True
824366,688642,25,1,25,both,True
824366,800311,15,1,15,both,True
824686,607067,102,1,102,both,True
824686,656464,14,1,14,both,True
824686,657044,19,1,19,both,True
824686,657097,36,1,36,both,True
824686,664208,11,1,11,both,True
824686,668678,95,1,95,both,True
824686,669020,25,1,25,both,True
824686,805299,20,1,20,both,True
824772,543056,8,1,8,both,True
824772,547973,16,1,16,both,True
824772,656986,12,1,12,both,True
824772,676477,16,1,16,both,True
824772,677161,19,1,19,both,True
824772,681347,94,1,94,both,True
824772,687562,85,1,85,both,True
824772,687911,14,1,14,both,True
825012,641401,15,1,15,both,True
825012,663687,23,1,23,both,True
825012,669270,20,1,20,both,True
825012,669372,88,1,88,both,True
825012,669620,27,1,27,both,True
825012,670036,10,1,10,both,True
825012,671922,22,1,22,both,True
825012,676282,69,1,69,both,True
825012,681870,8,1,8,both,True
825012,682120,20,1,20,both,True
825012,683769,16,1,16,both,True
825012,686993,21,1,21,both,True
