date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-09,822805,PHI,True,33,24,3,9,0,8,1,33,24,3,9,0,8,1,3,3
2026-06-09,822805,TOR,True,34,27,2,5,2,15,0,34,27,2,5,2,15,0,2,2
2026-06-09,822969,BOS,True,36,24,4,12,1,5,0,36,24,4,12,1,5,0,4,4
2026-06-09,822969,TB,True,33,27,3,6,0,2,0,33,27,3,6,0,2,0,3,3
2026-06-09,823214,WSH,True,43,27,3,9,7,6,1,43,27,3,9,7,6,1,3,3
2026-06-09,823214,SF,True,42,27,6,9,5,11,1,42,27,6,9,5,11,1,6,6
2026-06-09,823290,CIN,True,47,33,3,12,4,13,0,47,33,3,12,4,13,0,2,2
2026-06-09,823290,SD,True,50,33,5,8,8,16,1,50,33,5,8,8,16,1,2,2
2026-06-09,823374,LAD,True,34,27,3,5,2,12,2,34,27,3,5,2,12,2,3,3
2026-06-09,823374,PIT,True,51,27,12,15,9,9,1,51,27,12,15,9,9,1,9,9
2026-06-09,823620,STL,True,32,27,0,5,1,9,0,32,27,0,5,1,9,0,0,0
2026-06-09,823620,NYM,True,40,27,7,10,2,6,1,40,27,7,10,2,6,1,7,7
2026-06-09,823858,AZ,True,43,24,10,15,3,4,0,43,24,10,15,3,4,0,10,10
2026-06-09,823858,MIA,True,45,27,6,10,8,11,2,45,27,6,10,8,11,2,5,5
2026-06-09,824023,HOU,True,44,24,10,10,6,7,0,44,24,10,10,6,7,0,5,5
2026-06-09,824023,LAA,True,39,27,1,5,6,12,0,39,27,1,5,6,12,0,1,1
2026-06-09,824105,TEX,True,34,24,5,8,3,3,2,34,24,5,8,3,3,2,5,5
2026-06-09,824105,KC,True,37,27,3,9,2,8,0,37,27,3,9,2,8,0,2,2
2026-06-09,824267,MIN,True,41,24,10,10,6,8,4,41,24,10,10,6,8,4,10,10
2026-06-09,824267,DET,True,42,27,4,10,3,11,4,42,27,4,10,3,11,4,4,4
2026-06-09,824347,CHC,True,41,24,7,12,6,4,2,41,24,7,12,6,4,2,7,7
2026-06-09,824347,COL,True,38,27,3,8,4,6,1,38,27,3,8,4,6,1,3,3
2026-06-09,824429,NYY,True,42,27,2,10,4,9,0,42,27,2,10,4,9,0,2,2
2026-06-09,824429,CLE,True,39,27,3,8,4,8,2,39,27,3,8,4,8,2,3,3
2026-06-09,824591,ATL,True,42,29,6,9,5,5,2,42,29,6,9,5,5,2,5,5
2026-06-09,824591,CWS,True,44,30,5,12,3,6,2,44,30,5,12,3,6,2,3,3
2026-06-09,824830,SEA,True,44,30,5,8,3,8,1,44,30,5,8,3,8,1,3,3
2026-06-09,824830,BAL,True,42,30,6,11,1,5,2,42,30,6,11,1,5,2,5,5
2026-06-09,824999,MIL,True,39,24,7,10,4,8,5,39,24,7,10,4,8,5,7,7
2026-06-09,824999,ATH,True,38,27,5,8,3,13,1,38,27,5,8,3,13,1,5,5
