RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823554-608650,823554,2026-05-02,BAL,NYY,A,608650,Dietrich Enns,RELIEF_OR_BULK,28.0,39.0,6.0,3.0,0.0,0.0,0.0,0.0,False,False,14,3,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-621112,823554,2026-05-02,NYY,BAL,H,621112,Paul Blackburn,RELIEF_OR_BULK,5.0,43.0,10.0,9.0,0.0,0.0,0.0,0.0,False,False,29,7,6,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-656234,823554,2026-05-02,NYY,BAL,H,656234,Jake Bird,RELIEF_OR_BULK,0.0,19.0,4.0,3.0,19.0,34.0,4.0,9.0,True,False,20,4,3,0,0,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-657612,823554,2026-05-02,NYY,BAL,H,657612,Tim Hill,RELIEF_OR_BULK,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,False,False,1,1,1,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-664991,823554,2026-05-02,BAL,NYY,A,664991,Grant Wolfram,RELIEF_OR_BULK,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,False,False,14,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-666808,823554,2026-05-02,NYY,BAL,H,666808,Camilo Doval,RELIEF_OR_BULK,0.0,11.0,3.0,3.0,11.0,11.0,3.0,3.0,True,False,15,3,2,1,1,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-669211,823554,2026-05-02,BAL,NYY,A,669211,Keegan Akin,RELIEF_OR_BULK,1.0,14.0,4.0,3.0,14.0,14.0,4.0,4.0,False,False,17,4,3,1,1,2,0,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-675919,823554,2026-05-02,BAL,NYY,A,675919,Nick Raquet,RELIEF_OR_BULK,17.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,20,4,3,0,0,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823554-689296,823554,2026-05-02,BAL,NYY,A,689296,Anthony Nunez,RELIEF_OR_BULK,1.0,13.0,7.0,3.0,13.0,13.0,7.0,7.0,False,False,17,4,0,3,3,2,2,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823715-472610,823715,2026-05-02,MIN,TOR,H,472610,Luis García,RELIEF_OR_BULK,0.0,9.0,3.0,3.0,9.0,9.0,3.0,3.0,True,False,18,4,0,4,4,3,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
823715-607455,823715,2026-05-02,MIN,TOR,H,607455,Anthony Banda,RELIEF_OR_BULK,1.0,14.0,3.0,2.0,14.0,36.0,3.0,7.0,False,False,18,7,3,4,3,2,1,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v24_sheet01_0502.csv,QA_VALIDATED_PBP_V24,RELIEF_OR_BULK,MLB,False
