game_pk,official_date,game_dt,query_dates
822777,2026-08-14,2026-08-14T23:15:00Z,2026-08-14
822942,2026-08-14,2026-08-14T23:10:00Z,2026-08-14
823185,2026-08-14,2026-08-15T02:15:00Z,2026-08-14
823346,2026-08-14,2026-08-14T22:40:00Z,2026-08-14
823591,2026-08-14,2026-08-14T23:10:00Z,2026-08-14
823913,2026-08-14,2026-08-15T02:10:00Z,2026-08-14
823993,2026-08-14,2026-08-15T01:38:00Z,2026-08-14
824159,2026-08-14,2026-08-15T00:10:00Z,2026-08-14
824237,2026-08-14,2026-08-14T22:40:00Z,2026-08-14
824399,2026-08-14,2026-08-14T23:10:00Z,2026-08-14
824479,2026-08-14,2026-08-14T22:10:00Z,2026-08-14
824643,2026-08-14,2026-08-14T18:20:00Z,2026-08-14
824882,2026-08-14,2026-08-14T23:15:00Z,2026-08-14
824968,2026-08-14,2026-08-15T01:40:00Z,2026-08-14
