game_pk,official_date,game_dt,query_dates
822821,2026-04-29,2026-04-29T19:07:00Z,2026-04-29
822907,2026-04-29,2026-04-29T18:35:00Z,2026-04-29
823312,2026-04-29,2026-04-29T20:10:00Z,2026-04-29
823392,2026-04-29,2026-04-29T22:40:00Z,2026-04-29
823633,2026-04-29,2026-04-29T23:10:00Z,2026-04-29
823717,2026-04-29,2026-04-29T17:40:00Z,2026-04-29
823796,2026-04-29,2026-04-29T23:40:00Z,2026-04-29
823958,2026-04-29,2026-04-29T19:10:00Z,2026-04-29
824445,2026-04-29,2026-04-29T17:10:00Z,2026-04-29
824525,2026-04-29,2026-04-29T22:40:00Z,2026-04-29
824608,2026-04-29,2026-04-29T17:10:00Z,2026-04-29
824930,2026-04-29,2026-04-29T23:15:00Z,2026-04-29
825015,2026-04-29,2026-04-30T01:40:00Z,2026-04-29
