date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-04,823457,SD,True,37,24,6,10,3,10,1,37,24,6,10,3,10,1,5,5
2026-06-04,823457,PHI,True,35,27,4,4,5,10,2,35,27,4,4,5,10,2,4,4
2026-06-04,823542,CLE,True,29,24,2,5,2,7,0,29,24,2,5,2,7,0,2,2
2026-06-04,823542,NYY,True,33,27,1,2,4,8,0,33,27,1,2,4,8,0,1,1
2026-06-04,823698,KC,True,38,27,6,9,2,7,4,38,27,6,9,2,7,4,6,6
2026-06-04,823698,MIN,True,47,27,8,12,6,7,1,47,27,8,12,6,7,1,7,7
2026-06-04,823779,SF,True,45,27,9,11,8,8,3,45,27,9,11,8,8,3,8,8
2026-06-04,823779,MIL,True,49,27,12,20,2,5,2,49,27,12,20,2,5,2,12,12
2026-06-04,824185,PIT,True,36,27,1,8,2,7,1,36,27,1,8,2,7,1,1,1
2026-06-04,824185,HOU,True,38,27,5,9,3,7,1,38,27,5,9,3,7,1,4,4
2026-06-04,824672,ATH,True,37,26,7,11,1,10,2,37,26,7,11,1,10,2,7,7
2026-06-04,824672,CHC,True,36,27,6,7,3,8,4,36,27,6,7,3,8,4,6,6
2026-06-04,824753,BAL,True,34,27,2,7,1,6,1,34,27,2,7,1,6,1,2,2
2026-06-04,824753,BOS,True,43,27,8,10,6,8,0,43,27,8,10,6,8,0,8,8
2026-06-04,824919,TOR,True,34,27,2,4,3,6,1,34,27,2,4,3,6,1,2,2
2026-06-04,824919,ATL,True,46,27,7,16,3,9,0,46,27,7,16,3,9,0,7,7
2026-06-04,825076,LAD,True,37,25,3,11,1,8,2,37,25,3,11,1,8,2,3,3
2026-06-04,825076,AZ,True,33,27,2,6,2,5,0,33,27,2,6,2,5,0,2,2
