date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-11,822818,TB,True,35,27,5,6,2,10,2,35,27,5,6,2,10,2,5,5
2026-05-11,822818,TOR,True,40,27,8,12,1,7,1,40,27,8,12,1,7,1,7,7
2026-05-11,822901,AZ,True,31,27,0,4,1,7,0,31,27,0,4,1,7,0,0,0
2026-05-11,822901,TEX,True,35,27,1,6,2,8,0,35,27,1,6,2,8,0,1,1
2026-05-11,823953,SF,True,38,27,3,10,2,7,1,38,27,3,10,2,7,1,3,3
2026-05-11,823953,LAD,True,47,27,9,12,6,7,1,47,27,9,12,6,7,1,9,9
2026-05-11,824199,SEA,True,38,27,1,9,3,13,0,38,27,1,9,3,13,0,1,1
2026-05-11,824199,HOU,True,34,27,3,7,1,7,1,34,27,3,7,1,7,1,3,3
2026-05-11,824441,LAA,True,41,24,7,7,10,4,0,41,24,7,7,10,4,0,7,7
2026-05-11,824441,CLE,True,40,27,2,9,3,9,0,40,27,2,9,3,9,0,2,2
2026-05-11,824844,NYY,True,30,24,3,3,3,11,1,30,24,3,3,3,11,1,3,3
2026-05-11,824844,BAL,True,34,27,2,5,3,9,1,34,27,2,5,3,9,1,2,2
