game_pk,official_date,game_dt,query_dates
822692,2026-08-26,2026-08-26T22:45:00Z,2026-08-26
822772,2026-08-26,2026-08-26T23:07:00Z,2026-08-26
823015,2026-08-26,2026-08-26T23:45:00Z,2026-08-26
823096,2026-08-26,2026-08-26T20:10:00Z,2026-08-26
823180,2026-08-26,2026-08-26T19:45:00Z,2026-08-26
823255,2026-08-26,2026-08-26T20:10:00Z,2026-08-26
823506,2026-08-26,2026-08-26T23:05:00Z,2026-08-26
823584,2026-08-26,2026-08-26T23:10:00Z,2026-08-26
823825,2026-08-26,2026-08-26T22:40:00Z,2026-08-26
823988,2026-08-26,2026-08-26T20:07:00Z,2026-08-26
824234,2026-08-26,2026-08-26T17:10:00Z,2026-08-26
824555,2026-08-26,2026-08-26T23:40:00Z,2026-08-26
824878,2026-08-26,2026-08-26T23:15:00Z,2026-08-26
824963,2026-08-26,2026-08-27T01:05:00Z,2026-08-26
825039,2026-08-26,2026-08-26T19:40:00Z,2026-08-26
