date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-20,822735,NYM,True,35,24,8,10,2,5,2,35,24,8,10,2,5,2,8,8
2026-05-20,822735,WSH,True,34,27,4,7,1,8,2,34,27,4,7,1,8,2,4,4
2026-05-20,822977,BAL,True,33,24,5,6,4,6,1,33,24,5,6,4,6,1,5,5
2026-05-20,822977,TB,True,39,27,3,9,3,9,2,39,27,3,9,3,9,2,3,3
2026-05-20,823057,PIT,True,35,27,0,5,2,6,0,35,27,0,5,2,6,0,0,0
2026-05-20,823057,STL,True,45,27,7,15,3,6,1,45,27,7,15,3,6,1,7,7
2026-05-20,823134,CWS,True,35,24,5,7,4,7,2,35,24,5,7,4,7,2,5,5
2026-05-20,823134,SEA,True,40,27,4,11,4,11,1,40,27,4,11,4,11,1,3,3
2026-05-20,823299,LAD,True,32,27,0,5,2,8,0,32,27,0,5,2,8,0,0,0
2026-05-20,823299,SD,True,39,27,4,10,6,3,2,39,27,4,10,6,3,2,4,4
2026-05-20,823462,CIN,True,36,27,4,6,3,7,2,36,27,4,6,3,7,2,3,3
2026-05-20,823462,PHI,True,43,27,9,15,0,10,1,43,27,9,15,0,10,1,9,9
2026-05-20,823547,TOR,True,33,27,1,5,0,11,0,33,27,1,5,0,11,0,0,0
2026-05-20,823547,NYY,True,36,27,2,8,2,11,0,36,27,2,8,2,11,0,2,2
2026-05-20,823703,HOU,True,33,24,4,6,3,3,2,33,24,4,6,3,3,2,4,4
2026-05-20,823703,MIN,True,32,27,1,5,0,15,0,32,27,1,5,0,15,0,1,1
2026-05-20,823866,ATL,True,31,27,1,4,1,8,0,31,27,1,4,1,8,0,1,1
2026-05-20,823866,MIA,True,39,27,9,11,1,6,2,39,27,9,11,1,6,2,8,8
2026-05-20,824032,ATH,True,40,30,5,6,4,7,3,40,30,5,6,4,7,3,5,5
2026-05-20,824032,LAA,True,44,30,6,6,6,11,1,44,30,6,6,6,11,1,5,5
2026-05-20,824111,BOS,True,37,27,3,8,1,8,2,37,27,3,8,1,8,2,3,3
2026-05-20,824111,KC,True,39,27,4,11,3,10,1,39,27,4,11,3,10,1,3,3
2026-05-20,824273,CLE,True,37,30,2,5,3,9,0,37,30,2,5,3,9,0,1,1
2026-05-20,824273,DET,True,41,30,3,8,4,11,0,41,30,3,8,4,11,0,2,2
2026-05-20,824355,TEX,True,37,27,4,8,2,11,0,37,27,4,8,2,11,0,4,4
2026-05-20,824355,COL,True,42,27,5,13,2,7,2,42,27,5,13,2,7,2,3,3
2026-05-20,824678,MIL,True,29,27,0,2,2,13,0,29,27,0,2,2,13,0,0,0
2026-05-20,824678,CHC,True,40,27,5,8,4,9,0,40,27,5,8,4,9,0,2,2
2026-05-20,825084,SF,True,33,24,6,9,1,10,1,33,24,6,9,1,10,1,6,6
2026-05-20,825084,AZ,True,36,27,3,8,1,5,1,36,27,3,8,1,5,1,3,3
