RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824434-542888,824434,2026-05-26,CLE,WSH,H,542888,Shawn Armstrong,RELIEF_OR_BULK,2.0,18.0,3.0,3.0,0.0,18.0,0.0,3.0,False,False,18,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824434-670059,824434,2026-05-26,CLE,WSH,H,670059,Colin Holderman,RELIEF_OR_BULK,1.0,10.0,2.0,1.0,10.0,10.0,2.0,2.0,False,False,12,3,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824434-676051,824434,2026-05-26,CLE,WSH,H,676051,Codi Heuer,RELIEF_OR_BULK,4.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,41,8,6,0,0,1,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824434-680730,824434,2026-05-26,WSH,CLE,A,680730,Mitchell Parker,RELIEF_OR_BULK,3.0,31.0,7.0,3.0,0.0,0.0,0.0,0.0,False,False,47,14,9,2,2,3,1,5,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824434-702021,824434,2026-05-26,CLE,WSH,H,702021,Will Dion,RELIEF_OR_BULK,,,,,,,,,,,33,12,9,2,2,5,0,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,,,
824837-518886,824837,2026-05-26,TB,BAL,A,518886,Craig Kimbrel,RELIEF_OR_BULK,5.0,32.0,10.0,8.0,0.0,0.0,0.0,0.0,False,False,15,4,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824837-552640,824837,2026-05-26,BAL,TB,H,552640,Andrew Kittredge,RELIEF_OR_BULK,1.0,11.0,2.0,1.0,11.0,11.0,2.0,2.0,False,False,10,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824837-664076,824837,2026-05-26,TB,BAL,A,664076,Garrett Cleavinger,RELIEF_OR_BULK,8.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,False,False,27,6,6,0,0,0,0,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824837-664991,824837,2026-05-26,BAL,TB,H,664991,Grant Wolfram,RELIEF_OR_BULK,0.0,11.0,3.0,2.0,11.0,11.0,3.0,3.0,True,False,8,4,3,0,0,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
824837-694680,824837,2026-05-26,TB,BAL,A,694680,Trevor Martin,RELIEF_OR_BULK,30.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,52,14,9,3,0,3,2,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v48_sheet01_0526.csv,QA_VALIDATED_PBP_V48,RELIEF_OR_BULK,MLB,False
